breed,animal_id,birth_month_year,animal_name,sex,sire,source_page,source_raw,3Pdep,3Pac,3Ptop,3Ptop_pct,MP120dep,MP120ac,MP120top,MP120top_pct,STAYdep,STAYac,STAYtop,STAYtop_pct,P450dep,P450ac,P450top,P450top_pct,PE365dep,PE365ac,PE365top,PE365top_pct,AOLdep,AOLac,AOLtop,AOLtop_pct,MGTedep,MGTeac,MGTetop,MGTetop_pct,metric_order
Nelore,FVCP 1503,11/20,NEON FIV FVC,G,ACNP 3146,15,FVCP 1503 11/20 NEON FIV FVC G ACNP 3146 89.33 85 3% 3.17 53 13% 98.92 81 1% 32.77 81 3% 1.84 74 2% 3.82 81 8% 31.05 53 3%,89.33,85,3%,3.0,3.17,53,13%,13.0,98.92,81,1%,1.0,32.77,81,3%,3.0,1.84,74,2%,2.0,3.82,81,8%,8.0,31.05,53,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,EPCF 5147,08/21,5147 FIV DA TERRA BRA,G,REMP 602,15,"EPCF 5147 08/21 5147 FIV DA TERRA BRA G REMP 602 85.11 73 11% 7.09 42 0,1% 85.95 69 8% 25.97 63 9% 2.32 55 0,1% 3.97 62 7% 31.04 42 3%",85.11,73,11%,11.0,7.09,42,"0,1%",0.1,85.95,69,8%,8.0,25.97,63,9%,9.0,2.32,55,"0,1%",0.1,3.97,62,7%,7.0,31.04,42,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,OROP 2524,08/19,QUEBARNTE OROITE,G,REMC 8053,15,OROP 2524 08/19 QUEBARNTE OROITE G REMC 8053 91.22 60 2% 2.81 49 17% 93.36 51 3% 29.93 73 5% 1.65 64 4% 5.69 64 1% 31.02 49 3%,91.22,60,2%,2.0,2.81,49,17%,17.0,93.36,51,3%,3.0,29.93,73,5%,5.0,1.65,64,4%,4.0,5.69,64,1%,1.0,31.02,49,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FANO 2560,12/19,DRUIDO DA AGRONOVA,G,FANO 1509,15,FANO 2560 12/19 DRUIDO DA AGRONOVA G FANO 1509 89.23 87 3% 1.69 55 38% 85.95 84 8% 34.71 93 2% 1.94 86 2% 5.71 92 1% 30.97 55 3%,89.23,87,3%,3.0,1.69,55,38%,38.0,85.95,84,8%,8.0,34.71,93,2%,2.0,1.94,86,2%,2.0,5.71,92,1%,1.0,30.97,55,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,CLRP 3045,07/22,QUAIAPAN DA CLR,G,FANO 2560,15,CLRP 3045 07/22 QUAIAPAN DA CLR G FANO 2560 85.86 71 9% 3.38 44 11% 82.87 68 12% 34.57 66 2% 1.62 58 4% 5.41 63 2% 30.93 44 3%,85.86,71,9%,9.0,3.38,44,11%,11.0,82.87,68,12%,12.0,34.57,66,2%,2.0,1.62,58,4%,4.0,5.41,63,2%,2.0,30.93,44,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,GFC 1075,11/20,NERO DO MORRO,G,REM A1576,15,GFC 1075 11/20 NERO DO MORRO G REM A1576 82.89 73 18% 3.38 44 11% 93.75 67 3% 30.63 84 4% 1.72 74 3% 5.14 81 3% 30.92 44 3%,82.89,73,18%,18.0,3.38,44,11%,11.0,93.75,67,3%,3.0,30.63,84,4%,4.0,1.72,74,3%,3.0,5.14,81,3%,3.0,30.92,44,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,MNS 11259,06/21,11259 ALO BRASIL,G,SINO 1730,15,"MNS 11259 06/21 11259 ALO BRASIL G SINO 1730 85.52 62 10% 3.95 45 7% 87.41 40 7% 29.56 70 5% 1.40 63 7% 6.18 67 0,5% 30.90 40 3%",85.52,62,10%,10.0,3.95,45,7%,7.0,87.41,40,7%,7.0,29.56,70,5%,5.0,1.4,63,7%,7.0,6.18,67,"0,5%",0.5,30.9,40,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,REMP 1297,11/20,REM JORDAO GEN. ADT,G,REM A1811,15,"REMP 1297 11/20 REM JORDAO GEN. ADT G REM A1811 90.21 74 2% 6.53 46 0,5% 78.97 67 18% 34.08 83 2% 1.86 75 2% 3.91 74 7% 30.86 46 3%",90.21,74,2%,2.0,6.53,46,"0,5%",0.5,78.97,67,18%,18.0,34.08,83,2%,2.0,1.86,75,2%,2.0,3.91,74,7%,7.0,30.86,46,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,PHOC 871,09/17,NETUNO STM,G,REMC 5326,15,PHOC 871 09/17 NETUNO STM G REMC 5326 88.68 83 4% 3.00 53 15% 92.95 82 3% 30.63 78 4% 1.64 74 4% 5.42 76 2% 30.85 53 3%,88.68,83,4%,4.0,3.0,53,15%,15.0,92.95,82,3%,3.0,30.63,78,4%,4.0,1.64,74,4%,4.0,5.42,76,2%,2.0,30.85,53,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,KAT 4916,11/20,4916 FIV KATISPERA,G,REMC 8332,15,"KAT 4916 11/20 4916 FIV KATISPERA G REMC 8332 84.76 61 12% 5.38 50 2% 78.02 57 20% 35.62 72 2% 2.21 65 0,5% 4.21 66 6% 30.85 50 3%",84.76,61,12%,12.0,5.38,50,2%,2.0,78.02,57,20%,20.0,35.62,72,2%,2.0,2.21,65,"0,5%",0.5,4.21,66,6%,6.0,30.85,50,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,EAO B4556,08/20,DOMINATOR FIV EAO,G,LBMN D4685,15,"EAO B4556 08/20 DOMINATOR FIV EAO G LBMN D4685 86.57 74 7% 6.75 50 0,5% 87.82 71 6% 25.21 74 10% 1.94 63 2% 4.31 68 5% 30.80 50 3%",86.57,74,7%,7.0,6.75,50,"0,5%",0.5,87.82,71,6%,6.0,25.21,74,10%,10.0,1.94,63,2%,2.0,4.31,68,5%,5.0,30.8,50,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,EAO B4549,08/20,B4549 FIV DA EAO,G,LBMN D4685,15,"EAO B4549 08/20 B4549 FIV DA EAO G LBMN D4685 95.08 75 0,1% 8.45 51 0,1% 98.11 72 2% 22.45 76 15% 1.04 65 14% 2.23 69 21% 30.79 51 3%",95.08,75,"0,1%",0.1,8.45,51,"0,1%",0.1,98.11,72,2%,2.0,22.45,76,15%,15.0,1.04,65,14%,14.0,2.23,69,21%,21.0,30.79,51,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,ANP 1501,12/21,CAMPARI DA ANP,G,REMP 816,15,ANP 1501 12/21 CAMPARI DA ANP G REMP 816 83.18 72 17% 4.32 46 5% 88.94 70 6% 33.88 73 2% 1.70 63 3% 3.81 66 8% 30.78 46 3%,83.18,72,17%,17.0,4.32,46,5%,5.0,88.94,70,6%,6.0,33.88,73,2%,2.0,1.7,63,3%,3.0,3.81,66,8%,8.0,30.78,46,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,KPA 72,11/20,QUALITY KA,G,KAPO 330,15,"KPA 72 11/20 QUALITY KA G KAPO 330 92.47 72 1% 0.41 49 78% 98.48 68 2% 32.09 71 3% 2.49 63 0,1% 4.08 63 6% 30.75 49 3%",92.47,72,1%,1.0,0.41,49,78%,78.0,98.48,68,2%,2.0,32.09,71,3%,3.0,2.49,63,"0,1%",0.1,4.08,63,6%,6.0,30.75,49,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,RDM A236,09/17,CORAL MAT.,G,REMC 5326,15,"RDM A236 09/17 CORAL MAT. G REMC 5326 86.08 86 8% 2.96 67 15% 85.04 83 9% 29.24 94 6% 0.99 87 15% 7.70 89 0,1% 30.71 67 3%",86.08,86,8%,8.0,2.96,67,15%,15.0,85.04,83,9%,9.0,29.24,94,6%,6.0,0.99,87,15%,15.0,7.7,89,"0,1%",0.1,30.71,67,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,GCGC 217,08/19,ASTI TE DA FURN,G,REMC A923,15,"GCGC 217 08/19 ASTI TE DA FURN G REMC A923 81.24 86 24% 2.96 48 15% 85.58 81 9% 30.72 75 4% 1.88 69 2% 6.68 74 0,1% 30.71 48 3%",81.24,86,24%,24.0,2.96,48,15%,15.0,85.58,81,9%,9.0,30.72,75,4%,4.0,1.88,69,2%,2.0,6.68,74,"0,1%",0.1,30.71,48,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,AIB A3428,09/20,ALVO JL DA BAMA,,AZAN 2193,15,AIB A3428 09/20 ALVO JL DA BAMA AZAN 2193 81.74 42 22% 2.55 47 20% 93.31 46 3% 34.22 41 2% 1.32 43 8% 5.36 47 2% 30.70 41 3%,81.74,42,22%,22.0,2.55,47,20%,20.0,93.31,46,3%,3.0,34.22,41,2%,2.0,1.32,43,8%,8.0,5.36,47,2%,2.0,30.7,41,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,EAO B5212,09/20,DELEGADO FIV DA EAO,G,ACNP 3146,15,"EAO B5212 09/20 DELEGADO FIV DA EAO G ACNP 3146 95.53 72 0,1% 3.58 49 10% 99.00 68 1% 29.04 90 6% 1.24 84 9% 3.87 83 7% 30.68 49 3%",95.53,72,"0,1%",0.1,3.58,49,10%,10.0,99.0,68,1%,1.0,29.04,90,6%,6.0,1.24,84,9%,9.0,3.87,83,7%,7.0,30.68,49,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,REM A2239,11/17,REM GRINGO GEN ADITIV,G,REM 9852,15,REM A2239 11/17 REM GRINGO GEN ADITIV G REM 9852 92.13 87 1% 3.10 66 14% 82.17 81 13% 35.79 89 2% 1.58 79 5% 5.35 86 2% 30.67 66 3%,92.13,87,1%,1.0,3.1,66,14%,14.0,82.17,81,13%,13.0,35.79,89,2%,2.0,1.58,79,5%,5.0,5.35,86,2%,2.0,30.67,66,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FVC 14867,08/20,TOKIO FIV FVC,G,ACNP 3146,15,FVC 14867 08/20 TOKIO FIV FVC G ACNP 3146 90.50 73 2% 2.57 50 20% 98.69 67 1% 33.12 80 3% 1.93 77 2% 3.76 74 8% 30.66 50 3%,90.5,73,2%,2.0,2.57,50,20%,20.0,98.69,67,1%,1.0,33.12,80,3%,3.0,1.93,77,2%,2.0,3.76,74,8%,8.0,30.66,50,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,CLRP 2613,09/20,SP8 DA CLR,G,ACNP 3146,15,CLRP 2613 09/20 SP8 DA CLR G ACNP 3146 80.45 73 28% 5.05 48 3% 95.15 67 2% 29.40 77 5% 1.81 66 3% 4.66 73 4% 30.64 48 3%,80.45,73,28%,28.0,5.05,48,3%,3.0,95.15,67,2%,2.0,29.4,77,5%,5.0,1.81,66,3%,3.0,4.66,73,4%,4.0,30.64,48,3%,3.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,REMP 1214,09/20,REM JOALHEIRO GEN. AD,G,REM A1553,15,"REMP 1214 09/20 REM JOALHEIRO GEN. AD G REM A1553 83.92 84 14% 4.75 45 4% 89.37 83 5% 24.09 78 12% 1.34 64 8% 6.66 76 0,5% 30.62 45 4%",83.92,84,14%,14.0,4.75,45,4%,4.0,89.37,83,5%,5.0,24.09,78,12%,12.0,1.34,64,8%,8.0,6.66,76,"0,5%",0.5,30.62,45,4%,4.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,CSCF 5499,09/19,VISUAL DE NAV.,G,REMC 9375,15,"CSCF 5499 09/19 VISUAL DE NAV. G REMC 9375 87.10 75 6% 6.81 45 0,5% 96.77 69 2% 25.25 88 10% 1.24 76 9% 4.09 70 6% 30.60 45 4%",87.1,75,6%,6.0,6.81,45,"0,5%",0.5,96.77,69,2%,2.0,25.25,88,10%,10.0,1.24,76,9%,9.0,4.09,70,6%,6.0,30.6,45,4%,4.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,KPAO 1180,09/21,RAZUK KA,G,KAPO 2331,15,KPAO 1180 09/21 RAZUK KA G KAPO 2331 79.79 74 31% 3.81 43 8% 86.57 67 8% 31.68 67 4% 0.84 59 19% 6.03 61 1% 30.59 43 4%,79.79,74,31%,31.0,3.81,43,8%,8.0,86.57,67,8%,8.0,31.68,67,4%,4.0,0.84,59,19%,19.0,6.03,61,1%,1.0,30.59,43,4%,4.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FLPE 8542,10/21,AZULEJO FIV DA COMETA,G,REMP 816,15,"FLPE 8542 10/21 AZULEJO FIV DA COMETA G REMP 816 83.23 73 16% 4.67 44 4% 88.31 68 6% 30.45 73 5% 2.68 75 0,1% 2.97 63 14% 30.52 44 4%",83.23,73,16%,16.0,4.67,44,4%,4.0,88.31,68,6%,6.0,30.45,73,5%,5.0,2.68,75,"0,1%",0.1,2.97,63,14%,14.0,30.52,44,4%,4.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FSPN 178,10/21,BUROCRATA FIV DA FHP,G,RDM A3064,15,FSPN 178 10/21 BUROCRATA FIV DA FHP G RDM A3064 85.86 73 9% 5.41 46 2% 82.79 69 12% 29.74 70 5% 1.29 60 9% 4.21 64 6% 30.51 46 4%,85.86,73,9%,9.0,5.41,46,2%,2.0,82.79,69,12%,12.0,29.74,70,5%,5.0,1.29,60,9%,9.0,4.21,64,6%,6.0,30.51,46,4%,4.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,BOA A3055,09/21,PISTEIRO FIV TERRA BO,G,REM A1936,15,BOA A3055 09/21 PISTEIRO FIV TERRA BO G REM A1936 82.32 73 20% 2.95 45 15% 82.39 68 12% 34.96 67 2% 1.60 58 4% 4.90 62 3% 30.51 45 4%,82.32,73,20%,20.0,2.95,45,15%,15.0,82.39,68,12%,12.0,34.96,67,2%,2.0,1.6,58,4%,4.0,4.9,62,3%,3.0,30.51,45,4%,4.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FVCP 1351,09/20,GREGO FIV FVC,G,REM A1811,15,"FVCP 1351 09/20 GREGO FIV FVC G REM A1811 86.07 74 8% 6.79 47 0,5% 88.65 69 6% 26.84 83 8% 1.65 75 4% 4.75 73 4% 30.48 47 4%",86.07,74,8%,8.0,6.79,47,"0,5%",0.5,88.65,69,6%,6.0,26.84,83,8%,8.0,1.65,75,4%,4.0,4.75,73,4%,4.0,30.48,47,4%,4.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,CSCN 21106,11/21,BARÃƒO NAVIRAÃ•,G,REMP 816,15,CSCN 21106 11/21 BARÃƒO NAVIRAÃ• G REMP 816 93.07 74 1% 2.06 46 29% 91.18 69 4% 34.14 69 2% 1.53 59 5% 3.50 64 10% 30.45 46 4%,93.07,74,1%,1.0,2.06,46,29%,29.0,91.18,69,4%,4.0,34.14,69,2%,2.0,1.53,59,5%,5.0,3.5,64,10%,10.0,30.45,46,4%,4.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,PHOC 1893,10/20,1893 FIV PHOC,G,GRI B2887,15,"PHOC 1893 10/20 1893 FIV PHOC G GRI B2887 87.08 73 6% 3.62 48 9% 98.80 67 1% 25.06 72 11% 0.97 60 16% 6.85 73 0,1% 30.37 48 4%",87.08,73,6%,6.0,3.62,48,9%,9.0,98.8,67,1%,1.0,25.06,72,11%,11.0,0.97,60,16%,16.0,6.85,73,"0,1%",0.1,30.37,48,4%,4.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
