breed,animal_id,birth_month_year,animal_name,sex,sire,source_page,source_raw,MP120dep,MP120ac,MP120top,MP120top_pct,P120dep,P120ac,P120top,P120top_pct,P210dep,P210ac,P210top,P210top_pct,P450dep,P450ac,P450top,P450top_pct,PE365dep,PE365ac,PE365top,PE365top_pct,MGTedep,MGTeac,MGTetop,MGTetop_pct,metric_order
Nelore,HORA 5734,09/21,5734 TE DA HORA (LICO,G,SINO 1730,25,"HORA 5734 09/21 5734 TE DA HORA (LICO G SINO 1730 1.85 43 34% 14.41 63 0,1% 24.51 66 0,1% 41.46 66 0,1% 2.03 56 1% 125 9 35.91 43 0,5%",1.85,43,34%,34.0,14.41,63,"0,1%",0.1,24.51,66,"0,1%",0.1,41.46,66,"0,1%",0.1,2.03,56,1%,1.0,35.91,43,"0,5%",0.5,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,RDM A5310,06/21,GLOBAL MAT.,G,SINO 1730,25,"RDM A5310 06/21 GLOBAL MAT. G SINO 1730 3.99 44 7% 13.74 80 0,5% 24.11 81 0,1% 38.75 78 0,5% 1.33 70 8% 465 28 36.14 44 0,1%",3.99,44,7%,7.0,13.74,80,"0,5%",0.5,24.11,81,"0,1%",0.1,38.75,78,"0,5%",0.5,1.33,70,8%,8.0,36.14,44,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,ANP 2029,09/22,DRAKO DA ANP,G,RDM A3064,25,"ANP 2029 09/22 DRAKO DA ANP G RDM A3064 3.61 46 9% 13.17 62 0,5% 23.97 66 0,1% 41.42 70 0,1% 1.59 61 4% 56 7 37.77 46 0,1%",3.61,46,9%,9.0,13.17,62,"0,5%",0.5,23.97,66,"0,1%",0.1,41.42,70,"0,1%",0.1,1.59,61,4%,4.0,37.77,46,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,MCPJ 8108,07/22,8108S FIV JMP,G,REM A1576,25,"MCPJ 8108 07/22 8108S FIV JMP G REM A1576 6.38 48 0,5% 12.92 65 1% 23.97 65 0,1% 38.77 68 0,5% 2.40 62 0,1% 1497 65 41.29 48 0,1%",6.38,48,"0,5%",0.5,12.92,65,1%,1.0,23.97,65,"0,1%",0.1,38.77,68,"0,5%",0.5,2.4,62,"0,1%",0.1,41.29,48,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,XRGM 4111,08/19,IDEALIZADOR FIV DA XA,G,REMC 8053,25,"XRGM 4111 08/19 IDEALIZADOR FIV DA XA G REMC 8053 2.90 50 16% 12.09 73 2% 23.96 75 0,1% 37.34 78 1% 1.66 69 4% 140 24 33.62 50 2%",2.9,50,16%,16.0,12.09,73,2%,2.0,23.96,75,"0,1%",0.1,37.34,78,1%,1.0,1.66,69,4%,4.0,33.62,50,2%,2.0,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,KAPM 10287,11/19,PHD KA,G,REM 6447,25,"KAPM 10287 11/19 PHD KA G REM 6447 2.95 48 15% 14.42 80 0,1% 23.86 83 0,1% 38.73 82 0,5% 1.82 68 2% 455 6 33.76 48 2%",2.95,48,15%,15.0,14.42,80,"0,1%",0.1,23.86,83,"0,1%",0.1,38.73,82,"0,5%",0.5,1.82,68,2%,2.0,33.76,48,2%,2.0,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,EAO B8217,10/21,EFICAZ DA EAO,G,SINO 1730,25,"EAO B8217 10/21 EFICAZ DA EAO G SINO 1730 2.90 50 16% 13.23 71 0,5% 23.84 71 0,1% 33.19 72 3% 1.12 63 12% 97 12 33.17 50 2%",2.9,50,16%,16.0,13.23,71,"0,5%",0.5,23.84,71,"0,1%",0.1,33.19,72,3%,3.0,1.12,63,12%,12.0,33.17,50,2%,2.0,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,REMP 1416,07/21,REM PASSAPORTE FIV GE,G,REM A2239,25,"REMP 1416 07/21 REM PASSAPORTE FIV GE G REM A2239 2.45 44 22% 13.51 95 0,5% 23.67 95 0,1% 42.33 91 0,1% 1.71 88 3% 5577 211 35.38 44 0,5%",2.45,44,22%,22.0,13.51,95,"0,5%",0.5,23.67,95,"0,1%",0.1,42.33,91,"0,1%",0.1,1.71,88,3%,3.0,35.38,44,"0,5%",0.5,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,IPB 7475,02/22,7475 DA IPB,G,REM 10447,25,"IPB 7475 02/22 7475 DA IPB G REM 10447 4.30 48 5% 16.21 71 0,1% 23.60 75 0,1% 40.62 71 0,5% 1.52 62 5% 208 18 37.41 48 0,1%",4.3,48,5%,5.0,16.21,71,"0,1%",0.1,23.6,75,"0,1%",0.1,40.62,71,"0,5%",0.5,1.52,62,5%,5.0,37.41,48,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,LCCF 910,09/20,FOSTER DA ARZ,G,REM A1811,25,"LCCF 910 09/20 FOSTER DA ARZ G REM A1811 6.05 45 1% 11.87 67 2% 23.57 69 0,1% 35.32 71 2% 1.78 63 3% 235 26 38.44 45 0,1%",6.05,45,1%,1.0,11.87,67,2%,2.0,23.57,69,"0,1%",0.1,35.32,71,2%,2.0,1.78,63,3%,3.0,38.44,45,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,HORA 6190,11/21,LUTHER DA HORA,G,HORA 3986,25,"HORA 6190 11/21 LUTHER DA HORA G HORA 3986 2.90 43 16% 15.24 67 0,1% 23.55 73 0,1% 40.56 71 0,5% 1.51 62 5% 196 22 32.08 43 3%",2.9,43,16%,16.0,15.24,67,"0,1%",0.1,23.55,73,"0,1%",0.1,40.56,71,"0,5%",0.5,1.51,62,5%,5.0,32.08,43,3%,3.0,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,MMLN 1226,09/20,VOLEI FIV CATARINA,G,BRMG 2299,25,"MMLN 1226 09/20 VOLEI FIV CATARINA G BRMG 2299 5.31 46 2% 12.60 64 1% 23.53 67 0,1% 40.64 67 0,5% 1.46 60 6% 95 11 37.02 46 0,1%",5.31,46,2%,2.0,12.6,64,1%,1.0,23.53,67,"0,1%",0.1,40.64,67,"0,5%",0.5,1.46,60,6%,6.0,37.02,46,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,XRGM 5051,10/22,LEGEND FIV DA XARAES,G,XRGM 4111,25,"XRGM 5051 10/22 LEGEND FIV DA XARAES G XRGM 4111 4.83 42 3% 12.50 60 1% 23.40 61 0,5% 40.62 64 0,5% 3.14 58 0,1% 93 15 42.05 42 0,1%",4.83,42,3%,3.0,12.5,60,1%,1.0,23.4,61,"0,5%",0.5,40.62,64,"0,5%",0.5,3.14,58,"0,1%",0.1,42.05,42,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,REM 10447,11/18,REM HERCULES,G,REM 8933,25,"REM 10447 11/18 REM HERCULES G REM 8933 1.75 59 36% 13.73 84 0,5% 23.36 87 0,5% 38.57 86 0,5% 1.37 77 7% 496 28 29.74 59 4%",1.75,59,36%,36.0,13.73,84,"0,5%",0.5,23.36,87,"0,5%",0.5,38.57,86,"0,5%",0.5,1.37,77,7%,7.0,29.74,59,4%,4.0,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,FGP A3465,08/22,ILUMINADO FIV GUADALU,G,FANO 2762,25,"FGP A3465 08/22 ILUMINADO FIV GUADALU G FANO 2762 4.91 46 3% 12.99 64 0,5% 23.19 64 0,5% 37.10 67 1% 1.20 61 10% 45 6 32.88 46 2%",4.91,46,3%,3.0,12.99,64,"0,5%",0.5,23.19,64,"0,5%",0.5,37.1,67,1%,1.0,1.2,61,10%,10.0,32.88,46,2%,2.0,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,XRGM 4865,08/22,LANDROVER DA XARAES,G,XRGM 4111,25,"XRGM 4865 08/22 LANDROVER DA XARAES G XRGM 4111 4.34 41 5% 12.84 72 1% 23.01 64 0,5% 38.30 66 1% 2.37 59 0,1% 4049 153 39.84 41 0,1%",4.34,41,5%,5.0,12.84,72,1%,1.0,23.01,64,"0,5%",0.5,38.3,66,1%,1.0,2.37,59,"0,1%",0.1,39.84,41,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,FANO 4803,01/23,GIBRALTAR DA AGRONOVA,G,REMP 816,25,"FANO 4803 01/23 GIBRALTAR DA AGRONOVA G REMP 816 4.90 47 3% 11.98 60 2% 22.85 64 0,5% 45.73 67 0,1% 2.08 61 1% 79 4 38.28 47 0,1%",4.9,47,3%,3.0,11.98,60,2%,2.0,22.85,64,"0,5%",0.5,45.73,67,"0,1%",0.1,2.08,61,1%,1.0,38.28,47,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,KPAO 185,09/20,QUEBEC FIV KA,G,KAPO 1500,25,"KPAO 185 09/20 QUEBEC FIV KA G KAPO 1500 3.01 42 15% 12.61 70 1% 22.74 72 0,5% 33.66 74 3% 1.73 65 3% 122 5 27.73 42 6%",3.01,42,15%,15.0,12.61,70,1%,1.0,22.74,72,"0,5%",0.5,33.66,74,3%,3.0,1.73,65,3%,3.0,27.73,42,6%,6.0,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,MDLO 2230,08/21,I2230 DA MDLO,G,SINO 1730,25,"MDLO 2230 08/21 I2230 DA MDLO G SINO 1730 4.27 46 6% 16.45 66 0,1% 22.72 71 0,5% 37.99 69 1% 1.44 58 6% 191 17 34.55 46 1%",4.27,46,6%,6.0,16.45,66,"0,1%",0.1,22.72,71,"0,5%",0.5,37.99,69,1%,1.0,1.44,58,6%,6.0,34.55,46,1%,1.0,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,EAO B7661,09/21,ESTEIO DA EAO,G,REM A7,25,"EAO B7661 09/21 ESTEIO DA EAO G REM A7 3.69 49 9% 11.12 80 3% 22.71 83 0,5% 43.96 77 0,1% 2.65 64 0,1% 483 30 37.26 49 0,1%",3.69,49,9%,9.0,11.12,80,3%,3.0,22.71,83,"0,5%",0.5,43.96,77,"0,1%",0.1,2.65,64,"0,1%",0.1,37.26,49,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,RDM A7590,08/22,HALLOWEEN MAT.,G,RDM A3064,25,"RDM A7590 08/22 HALLOWEEN MAT. G RDM A3064 4.95 46 3% 12.59 62 1% 22.71 64 0,5% 40.79 67 0,1% 2.21 59 0,5% 119 6 36.61 46 0,1%",4.95,46,3%,3.0,12.59,62,1%,1.0,22.71,64,"0,5%",0.5,40.79,67,"0,1%",0.1,2.21,59,"0,5%",0.5,36.61,46,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,SINO 2878,10/21,HERON SINO,G,RDM A2162,25,"SINO 2878 10/21 HERON SINO G RDM A2162 7.95 41 0,1% 10.62 88 3% 22.67 90 0,5% 39.16 82 0,5% 2.48 79 0,1% 2370 122 40.36 41 0,1%",7.95,41,"0,1%",0.1,10.62,88,3%,3.0,22.67,90,"0,5%",0.5,39.16,82,"0,5%",0.5,2.48,79,"0,1%",0.1,40.36,41,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,VIV 5566,08/22,PALANQUE FIV PRONEL,G,RDM A3151,25,"VIV 5566 08/22 PALANQUE FIV PRONEL G RDM A3151 4.88 46 3% 11.12 61 3% 22.53 64 0,5% 38.83 68 0,5% 2.17 60 0,5% 98 12 37.28 46 0,1%",4.88,46,3%,3.0,11.12,61,3%,3.0,22.53,64,"0,5%",0.5,38.83,68,"0,5%",0.5,2.17,60,"0,5%",0.5,37.28,46,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,EAO B8886,01/22,EMBAIXADOR FIV EAO,G,REM A1576,25,"EAO B8886 01/22 EMBAIXADOR FIV EAO G REM A1576 3.99 47 7% 12.84 64 1% 22.40 65 0,5% 35.83 70 2% 1.83 62 2% 315 27 36.56 47 0,1%",3.99,47,7%,7.0,12.84,64,1%,1.0,22.4,65,"0,5%",0.5,35.83,70,2%,2.0,1.83,62,2%,2.0,36.56,47,"0,1%",0.1,"MP120,P120,P210,P450,PE365,MGTe"
Nelore,RDM A6397,09/21,GATO MAT.,G,REMP 602,25,"RDM A6397 09/21 GATO MAT. G REMP 602 6.33 47 0,5% 12.51 60 1% 22.16 63 0,5% 35.79 68 2% 2.36 60 0,1% 56 6 34.63 47 1%",6.33,47,"0,5%",0.5,12.51,60,1%,1.0,22.16,63,"0,5%",0.5,35.79,68,2%,2.0,2.36,60,"0,1%",0.1,34.63,47,1%,1.0,"MP120,P120,P210,P450,PE365,MGTe"
