breed,animal_id,birth_month_year,animal_name,sex,sire,source_page,source_raw,MP120dep,MP120ac,MP120top,MP120top_pct,P120dep,P120ac,P120top,P120top_pct,P210dep,P210ac,P210top,P210top_pct,P450dep,P450ac,P450top,P450top_pct,PE365dep,PE365ac,PE365top,PE365top_pct,MGTedep,MGTeac,MGTetop,MGTetop_pct,metric_order
Sindi,JHVS 1650,11/19,IMPERADOR CAMPARINO,,JTSJ 108,80,"JHVS 1650 11/19 IMPERADOR CAMPARINO JTSJ 108 4.57 39 0,5% 3.08 47 7% 7.45 35 6% 11.44 45 8% -0.12 39 77% 2 1 26.62 33 2%",4.57,39,"0,5%",0.5,3.08,47,7%,7.0,7.45,35,6%,6.0,11.44,45,8%,8.0,-0.12,39,77%,77.0,26.62,33,2%,2.0,"MP120,P120,P210,P450,PE365,MGTe"
Sindi,AJCA 1613,10/11,UNICEFANO DA ESTIVA,,AJCA 1084,80,AJCA 1613 10/11 UNICEFANO DA ESTIVA AJCA 1084 1.03 11 32% 2.76 18 9% 5.58 20 11% 12.49 9 7% 0.63 15 15% 15 2 23.81 6 3%,1.03,11,32%,32.0,2.76,18,9%,9.0,5.58,20,11%,11.0,12.49,9,7%,7.0,0.63,15,15%,15.0,23.81,6,3%,3.0,"MP120,P120,P210,P450,PE365,MGTe"
