breed,animal_id,birth_month_year,animal_name,sex,sire,source_page,source_raw,IPPdep,IPPac,IPPtop,IPPtop_pct,MP120dep,MP120ac,MP120top,MP120top_pct,STAYdep,STAYac,STAYtop,STAYtop_pct,P450dep,P450ac,P450top,P450top_pct,PE365dep,PE365ac,PE365top,PE365top_pct,MGTedep,MGTeac,MGTetop,MGTetop_pct,metric_order
Sindi,POP 1121,06/06,VINAGRE P,,MDVS 2011,76,POP 1121 06/06 VINAGRE P MDVS 2011 -0.43 21 1% 1.04 12 32% 63.91 11 42% 18.00 7 3% -1.13 23 100% 4 3 14.06 7 20%,-0.43,21,1%,1.0,1.04,12,32%,32.0,63.91,11,42%,42.0,18.0,7,3%,3.0,-1.13,23,100%,100.0,14.06,7,20%,20.0,"IPP,MP120,STAY,P450,PE365,MGTe"
Sindi,JHVS 228,09/14,CRIOLO CAMPARINO,,FABE 85,76,JHVS 228 09/14 CRIOLO CAMPARINO FABE 85 -0.27 10 6% -0.26 21 93% 82.18 12 4% 1.67 16 51% -0.21 44 82% 4 1 17.09 10 12%,-0.27,10,6%,6.0,-0.26,21,93%,93.0,82.18,12,4%,4.0,1.67,16,51%,51.0,-0.21,44,82%,82.0,17.09,10,12%,12.0,"IPP,MP120,STAY,P450,PE365,MGTe"
Sindi,SBRS 145,06/17,DOM,,JOAO BRS,76,SBRS 145 06/17 DOM JOAO BRS -0.23 17 8% 0.63 7 46% 72.12 7 25% 11.31 9 8% 0.14 13 48% 2 1 23.80 7 3%,-0.23,17,8%,8.0,0.63,7,46%,46.0,72.12,7,25%,25.0,11.31,9,8%,8.0,0.14,13,48%,48.0,23.8,7,3%,3.0,"IPP,MP120,STAY,P450,PE365,MGTe"
Sindi,FABE 85,10/09,CIBORG DA ASA BRANCA,,EMGS 405,76,FABE 85 10/09 CIBORG DA ASA BRANCA EMGS 405 -0.21 20 9% -0.05 31 87% 74.60 17 20% 8.56 18 14% 0.54 48 20% 24 1 17.48 9 10%,-0.21,20,9%,9.0,-0.05,31,87%,87.0,74.6,17,20%,20.0,8.56,18,14%,14.0,0.54,48,20%,20.0,17.48,9,10%,10.0,"IPP,MP120,STAY,P450,PE365,MGTe"
Sindi,CICS 23,04/16,CANRY FIV BAGUASSU,,SHFC 12,76,CICS 23 04/16 CANRY FIV BAGUASSU SHFC 12 -0.21 14 9% 2.50 19 5% 75.28 6 18% 0.45 22 60% 0.26 43 38% 18 3 16.71 6 12%,-0.21,14,9%,9.0,2.5,19,5%,5.0,75.28,6,18%,18.0,0.45,22,60%,60.0,0.26,43,38%,38.0,16.71,6,12%,12.0,"IPP,MP120,STAY,P450,PE365,MGTe"
Sindi,SBRS 7,04/14,LAGARTO BRS,,MSS 177,76,SBRS 7 04/14 LAGARTO BRS MSS 177 -0.08 31 20% 1.32 40 23% 77.77 42 11% 16.10 47 4% -0.25 50 84% 3 1 24.29 31 3%,-0.08,31,20%,20.0,1.32,40,23%,23.0,77.77,42,11%,11.0,16.1,47,4%,4.0,-0.25,50,84%,84.0,24.29,31,3%,3.0,"IPP,MP120,STAY,P450,PE365,MGTe"
Sindi,SHFC 12,12/08,ARCANJO PORANGABA,,AJCA 758,76,SHFC 12 12/08 ARCANJO PORANGABA AJCA 758 -0.01 44 30% 3.18 48 2% 76.76 44 14% 12.86 41 6% 0.16 45 46% 2 2 22.97 41 4%,-0.01,44,30%,30.0,3.18,48,2%,2.0,76.76,44,14%,14.0,12.86,41,6%,6.0,0.16,45,46%,46.0,22.97,41,4%,4.0,"IPP,MP120,STAY,P450,PE365,MGTe"
