breed,animal_id,birth_month_year,animal_name,sex,sire,source_page,source_raw,3Pdep,3Pac,3Ptop,3Ptop_pct,MP120dep,MP120ac,MP120top,MP120top_pct,STAYdep,STAYac,STAYtop,STAYtop_pct,P450dep,P450ac,P450top,P450top_pct,PE365dep,PE365ac,PE365top,PE365top_pct,AOLdep,AOLac,AOLtop,AOLtop_pct,MGTedep,MGTeac,MGTetop,MGTetop_pct,metric_order
Nelore,JOYA 236,11/25,WY236FIV DA YARA,G,MCPJ 8259,31,"JOYA 236 11/25 WY236FIV DA YARA G MCPJ 8259 99.30 49 0,1% 7.82 50 0,1% 99.13 40 1% 49.99 41 0,1% 2.12 42 1% 5.61 39 2% 44.75 36 0,1%",99.3,49,"0,1%",0.1,7.82,50,"0,1%",0.1,99.13,40,1%,1.0,49.99,41,"0,1%",0.1,2.12,42,1%,1.0,5.61,39,2%,2.0,44.75,36,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FNAN 426,08/25,FNAN ENERGETICO FIV,G,RGM 8447,31,"FNAN 426 08/25 FNAN ENERGETICO FIV G RGM 8447 95.02 47 0,5% 4.09 47 6% 98.68 47 1% 45.20 41 0,1% 2.41 47 0,1% 8.32 38 0,1% 44.70 38 0,1%",95.02,47,"0,5%",0.5,4.09,47,6%,6.0,98.68,47,1%,1.0,45.2,41,"0,1%",0.1,2.41,47,"0,1%",0.1,8.32,38,"0,1%",0.1,44.7,38,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FNFJ 7,07/24,NOBRE DA 7P,G,EAO B7661,31,"FNFJ 7 07/24 NOBRE DA 7P G EAO B7661 99.15 49 0,1% 5.64 41 2% 99.15 43 0,1% 48.01 63 0,1% 2.46 54 0,1% 6.14 57 1% 44.60 41 0,1%",99.15,49,"0,1%",0.1,5.64,41,2%,2.0,99.15,43,"0,1%",0.1,48.01,63,"0,1%",0.1,2.46,54,"0,1%",0.1,6.14,57,1%,1.0,44.6,41,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,DVD 6646,07/24,COLORADO CONFIANCA,G,LCCF 910,31,"DVD 6646 07/24 COLORADO CONFIANCA G LCCF 910 93.14 51 1% 6.68 39 0,5% 93.94 45 3% 44.35 64 0,1% 1.78 55 3% 9.68 60 0,1% 44.51 39 0,1%",93.14,51,1%,1.0,6.68,39,"0,5%",0.5,93.94,45,3%,3.0,44.35,64,"0,1%",0.1,1.78,55,3%,3.0,9.68,60,"0,1%",0.1,44.51,39,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,LCSE 310,09/25,DD TT,G,XRGM 4865,31,"LCSE 310 09/25 DD TT G XRGM 4865 96.94 47 0,1% 3.57 57 10% 99.15 47 0,1% 39.52 45 0,5% 2.51 41 0,1% 9.97 42 0,1% 44.43 37 0,1%",96.94,47,"0,1%",0.1,3.57,57,10%,10.0,99.15,47,"0,1%",0.1,39.52,45,"0,5%",0.5,2.51,41,"0,1%",0.1,9.97,42,"0,1%",0.1,44.43,37,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,JOYA 241,11/25,WY241FIV DA YARA,G,MCPJ 8259,31,"JOYA 241 11/25 WY241FIV DA YARA G MCPJ 8259 98.58 41 0,1% 7.76 41 0,1% 99.14 35 0,5% 49.62 43 0,1% 2.09 44 1% 5.45 47 2% 44.34 35 0,1%",98.58,41,"0,1%",0.1,7.76,41,"0,1%",0.1,99.14,35,"0,5%",0.5,49.62,43,"0,1%",0.1,2.09,44,1%,1.0,5.45,47,2%,2.0,44.34,35,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,RGM A1452,09/24,REVOLUCIONARIO RG,G,RGM 7765,31,"RGM A1452 09/24 REVOLUCIONARIO RG G RGM 7765 90.29 46 2% 12.46 38 0,1% 99.14 39 0,5% 40.07 60 0,5% 1.92 52 2% 5.52 56 2% 44.28 38 0,1%",90.29,46,2%,2.0,12.46,38,"0,1%",0.1,99.14,39,"0,5%",0.5,40.07,60,"0,5%",0.5,1.92,52,2%,2.0,5.52,56,2%,2.0,44.28,38,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FVCP 5117,08/25,5117 FIV FVC,G,MCPJ 8259,31,"FVCP 5117 08/25 5117 FIV FVC G MCPJ 8259 93.91 36 0,5% 8.40 47 0,1% 91.11 48 4% 48.65 39 0,1% 2.03 39 1% 6.01 37 1% 44.13 36 0,1%",93.91,36,"0,5%",0.5,8.4,47,"0,1%",0.1,91.11,48,4%,4.0,48.65,39,"0,1%",0.1,2.03,39,1%,1.0,6.01,37,1%,1.0,44.13,36,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,VIV 6476,10/24,6476 FIV PRONEL,G,VIV 5156,31,"VIV 6476 10/24 6476 FIV PRONEL G VIV 5156 93.04 48 1% 4.62 39 4% 94.92 41 3% 51.08 62 0,1% 2.09 53 1% 8.65 57 0,1% 44.04 39 0,1%",93.04,48,1%,1.0,4.62,39,4%,4.0,94.92,41,3%,3.0,51.08,62,"0,1%",0.1,2.09,53,1%,1.0,8.65,57,"0,1%",0.1,44.04,39,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FVCP 5074,08/25,5074 FIV FVC,G,MCPJ 8259,31,"FVCP 5074 08/25 5074 FIV FVC G MCPJ 8259 91.26 49 2% 9.50 50 0,1% 96.75 43 2% 46.25 51 0,1% 2.37 44 0,1% 4.58 47 4% 43.95 34 0,1%",91.26,49,2%,2.0,9.5,50,"0,1%",0.1,96.75,43,2%,2.0,46.25,51,"0,1%",0.1,2.37,44,"0,1%",0.1,4.58,47,4%,4.0,43.95,34,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FVCP 5518,11/25,5518 FIV FVC,G,MCPJ 8259,31,"FVCP 5518 11/25 5518 FIV FVC G MCPJ 8259 92.57 42 1% 8.08 42 0,1% 98.78 42 1% 47.60 42 0,1% 1.88 42 2% 5.47 42 2% 43.88 42 0,1%",92.57,42,1%,1.0,8.08,42,"0,1%",0.1,98.78,42,1%,1.0,47.6,42,"0,1%",0.1,1.88,42,2%,2.0,5.47,42,2%,2.0,43.88,42,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FVC 18767,07/25,18767 FIV FVC,G,MCPJ 8259,31,"FVC 18767 07/25 18767 FIV FVC G MCPJ 8259 90.46 39 2% 7.34 44 0,1% 99.12 33 1% 50.53 43 0,1% 1.81 48 3% 6.88 48 0,1% 43.88 33 0,1%",90.46,39,2%,2.0,7.34,44,"0,1%",0.1,99.12,33,1%,1.0,50.53,43,"0,1%",0.1,1.81,48,3%,3.0,6.88,48,"0,1%",0.1,43.88,33,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FVCP 4329,08/24,GOLFINHO FIV FVC,G,IPB 6732,31,"FVCP 4329 08/24 GOLFINHO FIV FVC G IPB 6732 92.58 52 1% 7.90 45 0,1% 99.14 46 0,5% 43.54 66 0,1% 2.34 59 0,1% 7.46 61 0,1% 43.85 45 0,1%",92.58,52,1%,1.0,7.9,45,"0,1%",0.1,99.14,46,"0,5%",0.5,43.54,66,"0,1%",0.1,2.34,59,"0,1%",0.1,7.46,61,"0,1%",0.1,43.85,45,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,CLRP 3393,10/23,3393Q DA CLR,G,LCCF 910,31,"CLRP 3393 10/23 3393Q DA CLR G LCCF 910 87.76 51 5% 6.59 40 0,5% 99.05 44 1% 46.48 62 0,1% 1.84 56 2% 7.82 60 0,1% 43.83 40 0,1%",87.76,51,5%,5.0,6.59,40,"0,5%",0.5,99.05,44,1%,1.0,46.48,62,"0,1%",0.1,1.84,56,2%,2.0,7.82,60,"0,1%",0.1,43.83,40,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,NJMP 15400,06/25,15400P FIV JMP,G,XRGM 4865,31,"NJMP 15400 06/25 15400P FIV JMP G XRGM 4865 86.57 36 7% 5.39 40 2% 99.10 47 1% 41.17 47 0,1% 2.23 45 0,5% 9.16 48 0,1% 43.80 36 0,1%",86.57,36,7%,7.0,5.39,40,2%,2.0,99.1,47,1%,1.0,41.17,47,"0,1%",0.1,2.23,45,"0,5%",0.5,9.16,48,"0,1%",0.1,43.8,36,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FVC 19444,01/26,19444 FIV FVC,G,MCPJ 8259,31,"FVC 19444 01/26 19444 FIV FVC G MCPJ 8259 93.24 42 1% 7.73 42 0,1% 99.15 42 0,1% 47.95 42 0,1% 1.97 42 2% 5.60 42 2% 43.78 42 0,1%",93.24,42,1%,1.0,7.73,42,"0,1%",0.1,99.15,42,"0,1%",0.1,47.95,42,"0,1%",0.1,1.97,42,2%,2.0,5.6,42,2%,2.0,43.78,42,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,JBJ 4293,07/25,JBJ 4293,G,MCPJ 8108,31,"JBJ 4293 07/25 JBJ 4293 G MCPJ 8108 97.35 36 0,1% 6.32 47 0,5% 99.13 51 1% 38.48 48 1% 2.43 47 0,1% 7.96 49 0,1% 43.70 36 0,1%",97.35,36,"0,1%",0.1,6.32,47,"0,5%",0.5,99.13,51,1%,1.0,38.48,48,1%,1.0,2.43,47,"0,1%",0.1,7.96,49,"0,1%",0.1,43.7,36,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,NJMP 12697,06/24,12697P FIV JMP,G,MCPJ 6525,31,"NJMP 12697 06/24 12697P FIV JMP G MCPJ 6525 95.87 49 0,1% 6.76 39 0,5% 99.13 41 1% 49.97 61 0,1% 1.96 52 2% 6.02 55 1% 43.65 39 0,1%",95.87,49,"0,1%",0.1,6.76,39,"0,5%",0.5,99.13,41,1%,1.0,49.97,61,"0,1%",0.1,1.96,52,2%,2.0,6.02,55,1%,1.0,43.65,39,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FVCP 4400,08/24,GINSENG FIV FVC,G,EAO B7661,31,"FVCP 4400 08/24 GINSENG FIV FVC G EAO B7661 91.90 49 1% 7.46 43 0,1% 99.13 44 1% 45.64 63 0,1% 2.56 55 0,1% 5.79 58 1% 43.61 43 0,1%",91.9,49,1%,1.0,7.46,43,"0,1%",0.1,99.13,44,1%,1.0,45.64,63,"0,1%",0.1,2.56,55,"0,1%",0.1,5.79,58,1%,1.0,43.61,43,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,WWRA 47,07/24,47 FIV DA R2W,G,RDM A5492,31,"WWRA 47 07/24 47 FIV DA R2W G RDM A5492 93.71 48 0,5% 6.47 37 0,5% 96.06 41 2% 45.95 60 0,1% 2.50 52 0,1% 5.66 57 2% 43.58 37 0,1%",93.71,48,"0,5%",0.5,6.47,37,"0,5%",0.5,96.06,41,2%,2.0,45.95,60,"0,1%",0.1,2.5,52,"0,1%",0.1,5.66,57,2%,2.0,43.58,37,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,MMAR 4558,10/24,BACCO DA MARCONDES,G,RSAN A978,31,"MMAR 4558 10/24 BACCO DA MARCONDES G RSAN A978 99.30 43 0,1% 4.91 35 3% 99.15 37 0,1% 48.25 60 0,1% 1.76 49 3% 6.88 52 0,1% 43.57 35 0,1%",99.3,43,"0,1%",0.1,4.91,35,3%,3.0,99.15,37,"0,1%",0.1,48.25,60,"0,1%",0.1,1.76,49,3%,3.0,6.88,52,"0,1%",0.1,43.57,35,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,REMP 3107,07/25,REM3107P FIV GENETICA,G,REMP 2118,31,"REMP 3107 07/25 REM3107P FIV GENETICA G REMP 2118 84.09 46 14% 7.04 51 0,1% 99.15 47 0,1% 48.51 43 0,1% 2.04 40 1% 8.50 40 0,1% 43.55 40 0,1%",84.09,46,14%,14.0,7.04,51,"0,1%",0.1,99.15,47,"0,1%",0.1,48.51,43,"0,1%",0.1,2.04,40,1%,1.0,8.5,40,"0,1%",0.1,43.55,40,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,MMVA 9197,12/24,9197 FIV DA JACAMIM,G,REMP 1416,31,"MMVA 9197 12/24 9197 FIV DA JACAMIM G REMP 1416 93.84 52 0,5% 5.26 40 2% 97.26 44 2% 44.74 65 0,1% 2.78 55 0,1% 6.89 59 0,1% 43.52 40 0,1%",93.84,52,"0,5%",0.5,5.26,40,2%,2.0,97.26,44,2%,2.0,44.74,65,"0,1%",0.1,2.78,55,"0,1%",0.1,6.89,59,"0,1%",0.1,43.52,40,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,WWRA 162,02/25,162 FIV R2W,G,RDM A5492,31,"WWRA 162 02/25 162 FIV R2W G RDM A5492 90.85 48 2% 7.80 38 0,1% 97.45 41 2% 44.05 62 0,1% 2.44 54 0,1% 4.46 58 5% 43.50 38 0,1%",90.85,48,2%,2.0,7.8,38,"0,1%",0.1,97.45,41,2%,2.0,44.05,62,"0,1%",0.1,2.44,54,"0,1%",0.1,4.46,58,5%,5.0,43.5,38,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,COL 30285,09/24,30285 FIV COL,G,RDM A5492,31,"COL 30285 09/24 30285 FIV COL G RDM A5492 91.82 45 2% 7.69 36 0,1% 90.83 38 4% 46.21 58 0,1% 1.96 52 2% 6.85 56 0,1% 43.46 36 0,1%",91.82,45,2%,2.0,7.69,36,"0,1%",0.1,90.83,38,4%,4.0,46.21,58,"0,1%",0.1,1.96,52,2%,2.0,6.85,56,"0,1%",0.1,43.46,36,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,SINO 4997,01/26,N4997 SINO,G,MCPJ 8108,31,"SINO 4997 01/26 N4997 SINO G MCPJ 8108 93.06 43 1% 6.12 42 1% 99.15 44 0,1% 46.51 49 0,1% 2.64 39 0,1% 6.54 40 0,5% 43.45 34 0,1%",93.06,43,1%,1.0,6.12,42,1%,1.0,99.15,44,"0,1%",0.1,46.51,49,"0,1%",0.1,2.64,39,"0,1%",0.1,6.54,40,"0,5%",0.5,43.45,34,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,DVD 6555,07/24,CORONEL CONFIANCA,G,KPA 12,31,"DVD 6555 07/24 CORONEL CONFIANCA G KPA 12 87.99 44 5% 5.37 37 2% 98.20 38 2% 47.14 59 0,1% 2.62 52 0,1% 8.30 55 0,1% 43.43 37 0,1%",87.99,44,5%,5.0,5.37,37,2%,2.0,98.2,38,2%,2.0,47.14,59,"0,1%",0.1,2.62,52,"0,1%",0.1,8.3,55,"0,1%",0.1,43.43,37,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,REMP 2709,09/24,REM OFICIAL FIV GEN.A,G,REMP 1715,31,"REMP 2709 09/24 REM OFICIAL FIV GEN.A G REMP 1715 87.13 46 6% 6.07 37 1% 94.75 37 3% 45.18 58 0,1% 3.05 50 0,1% 7.29 54 0,1% 43.43 37 0,1%",87.13,46,6%,6.0,6.07,37,1%,1.0,94.75,37,3%,3.0,45.18,58,"0,1%",0.1,3.05,50,"0,1%",0.1,7.29,54,"0,1%",0.1,43.43,37,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FVCP 4311,08/24,GRAVAME FIV FVC,G,IPB 6732,31,"FVCP 4311 08/24 GRAVAME FIV FVC G IPB 6732 92.87 56 1% 7.20 44 0,1% 99.15 48 0,1% 44.56 64 0,1% 1.87 59 2% 7.37 62 0,1% 43.39 44 0,1%",92.87,56,1%,1.0,7.2,44,"0,1%",0.1,99.15,48,"0,1%",0.1,44.56,64,"0,1%",0.1,1.87,59,2%,2.0,7.37,62,"0,1%",0.1,43.39,44,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,VCA 8990,01/25,8990 FIV PO DA VC,G,REMP 1416,31,"VCA 8990 01/25 8990 FIV PO DA VC G REMP 1416 91.80 47 2% 4.80 38 4% 99.14 40 0,5% 49.66 62 0,1% 1.78 53 3% 5.89 57 1% 43.39 38 0,1%",91.8,47,2%,2.0,4.8,38,4%,4.0,99.14,40,"0,5%",0.5,49.66,62,"0,1%",0.1,1.78,53,3%,3.0,5.89,57,1%,1.0,43.39,38,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
