breed,animal_id,birth_month_year,animal_name,sex,sire,source_page,source_raw,3Pdep,3Pac,3Ptop,3Ptop_pct,MP120dep,MP120ac,MP120top,MP120top_pct,STAYdep,STAYac,STAYtop,STAYtop_pct,P450dep,P450ac,P450top,P450top_pct,PE365dep,PE365ac,PE365top,PE365top_pct,AOLdep,AOLac,AOLtop,AOLtop_pct,MGTedep,MGTeac,MGTetop,MGTetop_pct,metric_order
Nelore,EAO B7661,09/21,ESTEIO DA EAO,G,REM A7,12,"EAO B7661 09/21 ESTEIO DA EAO G REM A7 88.40 74 4% 3.69 49 9% 91.22 68 4% 43.96 77 0,1% 2.65 64 0,1% 5.26 70 2% 37.26 49 0,1%",88.4,74,4%,4.0,3.69,49,9%,9.0,91.22,68,4%,4.0,43.96,77,"0,1%",0.1,2.65,64,"0,1%",0.1,5.26,70,2%,2.0,37.26,49,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,COL 28419,11/21,VESTIGIO FIV COL,G,AZAN 2343,12,"COL 28419 11/21 VESTIGIO FIV COL G AZAN 2343 84.87 75 11% 6.50 42 0,5% 89.43 68 5% 45.31 64 0,1% 1.36 56 7% 3.69 61 9% 37.21 42 0,1%",84.87,75,11%,11.0,6.5,42,"0,5%",0.5,89.43,68,5%,5.0,45.31,64,"0,1%",0.1,1.36,56,7%,7.0,3.69,61,9%,9.0,37.21,42,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,MMLN 1226,09/20,VOLEI FIV CATARINA,G,BRMG 2299,12,"MMLN 1226 09/20 VOLEI FIV CATARINA G BRMG 2299 95.10 60 0,1% 5.31 46 2% 90.33 51 5% 40.64 67 0,5% 1.46 60 6% 4.76 62 4% 37.02 46 0,1%",95.1,60,"0,1%",0.1,5.31,46,2%,2.0,90.33,51,5%,5.0,40.64,67,"0,5%",0.5,1.46,60,6%,6.0,4.76,62,4%,4.0,37.02,46,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,AGJZ 774,08/20,IGAON FIV DA GAROUPA,G,REM A1553,12,"AGJZ 774 08/20 IGAON FIV DA GAROUPA G REM A1553 91.49 88 2% 4.91 45 3% 87.85 82 6% 38.47 80 1% 1.76 71 3% 7.14 80 0,1% 36.90 45 0,1%",91.49,88,2%,2.0,4.91,45,3%,3.0,87.85,82,6%,6.0,38.47,80,1%,1.0,1.76,71,3%,3.0,7.14,80,"0,1%",0.1,36.9,45,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FVCP 1891,08/21,HERCULES FIV FVC,G,REMP 602,12,"FVCP 1891 08/21 HERCULES FIV FVC G REMP 602 85.22 73 10% 8.28 45 0,1% 97.04 69 2% 36.30 69 2% 2.65 59 0,1% 2.86 64 15% 36.89 45 0,1%",85.22,73,10%,10.0,8.28,45,"0,1%",0.1,97.04,69,2%,2.0,36.3,69,2%,2.0,2.65,59,"0,1%",0.1,2.86,64,15%,15.0,36.89,45,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,RDM A5613,07/21,A5613 MAT. (GOLACO),G,REMP 602,12,"RDM A5613 07/21 A5613 MAT. (GOLACO) G REMP 602 88.63 72 4% 8.24 47 0,1% 98.71 69 1% 30.52 68 5% 2.54 60 0,1% 3.45 62 10% 36.69 47 0,1%",88.63,72,4%,4.0,8.24,47,"0,1%",0.1,98.71,69,1%,1.0,30.52,68,5%,5.0,2.54,60,"0,1%",0.1,3.45,62,10%,10.0,36.69,47,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,MCPJ 8878,10/22,XERIFE FIV JMP,G,REM 10447,12,"MCPJ 8878 10/22 XERIFE FIV JMP G REM 10447 91.13 52 2% 4.83 51 3% 91.97 44 4% 43.11 71 0,1% 1.65 64 4% 4.84 67 3% 36.67 44 0,1%",91.13,52,2%,2.0,4.83,51,3%,3.0,91.97,44,4%,4.0,43.11,71,"0,1%",0.1,1.65,64,4%,4.0,4.84,67,3%,3.0,36.67,44,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,MMLN 1492,08/22,YURI FIV CATARINA,G,REMP 816,12,"MMLN 1492 08/22 YURI FIV CATARINA G REMP 816 83.88 73 14% 2.47 47 22% 95.73 69 2% 47.96 66 0,1% 2.43 60 0,1% 5.15 64 2% 36.63 47 0,1%",83.88,73,14%,14.0,2.47,47,22%,22.0,95.73,69,2%,2.0,47.96,66,"0,1%",0.1,2.43,60,"0,1%",0.1,5.15,64,2%,2.0,36.63,47,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,EAO B8886,01/22,EMBAIXADOR FIV EAO,G,REM A1576,12,"EAO B8886 01/22 EMBAIXADOR FIV EAO G REM A1576 86.74 75 7% 3.99 47 7% 90.13 69 5% 35.83 70 2% 1.83 62 2% 7.54 68 0,1% 36.56 47 0,1%",86.74,75,7%,7.0,3.99,47,7%,7.0,90.13,69,5%,5.0,35.83,70,2%,2.0,1.83,62,2%,2.0,7.54,68,"0,1%",0.1,36.56,47,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FLOC 517,11/21,GÃŠNESIS FIV FLOC,G,REMP 816,12,"FLOC 517 11/21 GÃŠNESIS FIV FLOC G REMP 816 89.02 74 4% 4.44 46 5% 93.73 67 3% 38.31 69 1% 2.87 60 0,1% 6.86 63 0,1% 36.50 46 0,1%",89.02,74,4%,4.0,4.44,46,5%,5.0,93.73,67,3%,3.0,38.31,69,1%,1.0,2.87,60,"0,1%",0.1,6.86,63,"0,1%",0.1,36.5,46,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,HORA 5758,09/21,5758 TE DA HORA,G,SINO 1730,12,"HORA 5758 09/21 5758 TE DA HORA G SINO 1730 91.26 59 2% 3.55 48 10% 93.14 53 3% 42.23 70 0,1% 1.25 62 9% 4.23 67 6% 36.34 48 0,1%",91.26,59,2%,2.0,3.55,48,10%,10.0,93.14,53,3%,3.0,42.23,70,"0,1%",0.1,1.25,62,9%,9.0,4.23,67,6%,6.0,36.34,48,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,REM 11627,10/20,REM JAMANTA GEN. ADT,G,REM A1576,12,"REM 11627 10/20 REM JAMANTA GEN. ADT G REM A1576 91.60 85 2% 3.03 42 14% 94.28 82 3% 43.69 88 0,1% 1.35 79 8% 6.30 84 0,5% 36.24 42 0,1%",91.6,85,2%,2.0,3.03,42,14%,14.0,94.28,82,3%,3.0,43.69,88,"0,1%",0.1,1.35,79,8%,8.0,6.3,84,"0,5%",0.5,36.24,42,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,SINO 2365,09/20,G7 SINO,G,REMC A223,12,"SINO 2365 09/20 G7 SINO G REMC A223 85.13 75 11% 4.22 43 6% 86.48 67 8% 44.79 64 0,1% 2.39 56 0,1% 4.88 66 3% 36.19 43 0,1%",85.13,75,11%,11.0,4.22,43,6%,6.0,86.48,67,8%,8.0,44.79,64,"0,1%",0.1,2.39,56,"0,1%",0.1,4.88,66,3%,3.0,36.19,43,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,REMP 1715,12/21,REM LONDRES FIV GEN.A,G,REMP 602,12,"REMP 1715 12/21 REM LONDRES FIV GEN.A G REMP 602 84.12 75 13% 6.68 43 0,5% 96.72 69 2% 35.58 70 2% 2.77 57 0,1% 3.73 62 8% 36.18 43 0,1%",84.12,75,13%,13.0,6.68,43,"0,5%",0.5,96.72,69,2%,2.0,35.58,70,2%,2.0,2.77,57,"0,1%",0.1,3.73,62,8%,8.0,36.18,43,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,RDM A5310,06/21,GLOBAL MAT.,G,SINO 1730,12,"RDM A5310 06/21 GLOBAL MAT. G SINO 1730 87.00 73 6% 3.99 44 7% 89.18 70 5% 38.75 78 0,5% 1.33 70 8% 7.10 73 0,1% 36.14 44 0,1%",87.0,73,6%,6.0,3.99,44,7%,7.0,89.18,70,5%,5.0,38.75,78,"0,5%",0.5,1.33,70,8%,8.0,7.1,73,"0,1%",0.1,36.14,44,"0,1%",0.1,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,EAO B8074,10/21,B8074 FIV DA EAO (ELE,G,SINO 1730,12,"EAO B8074 10/21 B8074 FIV DA EAO (ELE G SINO 1730 99.24 55 0,1% 5.14 46 3% 83.81 47 11% 37.34 69 1% 1.51 60 5% 6.29 67 0,5% 35.91 46 0,5%",99.24,55,"0,1%",0.1,5.14,46,3%,3.0,83.81,47,11%,11.0,37.34,69,1%,1.0,1.51,60,5%,5.0,6.29,67,"0,5%",0.5,35.91,46,"0,5%",0.5,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,HORA 5734,09/21,5734 TE DA HORA (LICO,G,SINO 1730,12,"HORA 5734 09/21 5734 TE DA HORA (LICO G SINO 1730 89.91 73 3% 1.85 43 34% 90.67 69 4% 41.46 66 0,1% 2.03 56 1% 6.77 60 0,1% 35.91 43 0,5%",89.91,73,3%,3.0,1.85,43,34%,34.0,90.67,69,4%,4.0,41.46,66,"0,1%",0.1,2.03,56,1%,1.0,6.77,60,"0,1%",0.1,35.91,43,"0,5%",0.5,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,RDM A5492,07/21,GURUPI MAT.,G,REMP 602,12,"RDM A5492 07/21 GURUPI MAT. G REMP 602 84.21 72 13% 6.92 44 0,1% 79.82 67 16% 38.06 84 1% 2.46 81 0,1% 3.70 76 9% 35.73 44 0,5%",84.21,72,13%,13.0,6.92,44,"0,1%",0.1,79.82,67,16%,16.0,38.06,84,1%,1.0,2.46,81,"0,1%",0.1,3.7,76,9%,9.0,35.73,44,"0,5%",0.5,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,RGM 8274,06/22,PERFEITO FIV RG,G,FANO 2762,12,"RGM 8274 06/22 PERFEITO FIV RG G FANO 2762 88.42 75 4% 2.08 45 29% 99.04 66 1% 39.72 69 0,5% 1.31 60 8% 4.69 66 4% 35.72 45 0,5%",88.42,75,4%,4.0,2.08,45,29%,29.0,99.04,66,1%,1.0,39.72,69,"0,5%",0.5,1.31,60,8%,8.0,4.69,66,4%,4.0,35.72,45,"0,5%",0.5,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FANO 3732,09/21,FINLANDES DA AGRONOVA,G,REMP 816,12,"FANO 3732 09/21 FINLANDES DA AGRONOVA G REMP 816 84.01 72 14% 1.72 48 37% 81.15 70 14% 45.95 73 0,1% 1.88 66 2% 8.58 66 0,1% 35.67 48 0,5%",84.01,72,14%,14.0,1.72,48,37%,37.0,81.15,70,14%,14.0,45.95,73,"0,1%",0.1,1.88,66,2%,2.0,8.58,66,"0,1%",0.1,35.67,48,"0,5%",0.5,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,BRMG 3862,10/19,BRASIL DA BEABISA,G,FPO 2683,12,"BRMG 3862 10/19 BRASIL DA BEABISA G FPO 2683 93.10 85 1% 2.65 56 19% 95.18 81 2% 37.01 88 1% 2.38 80 0,1% 5.66 86 2% 35.49 56 0,5%",93.1,85,1%,1.0,2.65,56,19%,19.0,95.18,81,2%,2.0,37.01,88,1%,1.0,2.38,80,"0,1%",0.1,5.66,86,2%,2.0,35.49,56,"0,5%",0.5,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,REMP 1660,11/21,REM LEGIONARIO FIV GE,G,REM A2239,12,"REMP 1660 11/21 REM LEGIONARIO FIV GE G REM A2239 93.34 71 0,5% 2.78 46 17% 97.65 68 2% 38.29 69 1% 1.36 58 7% 6.66 62 0,5% 35.47 46 0,5%",93.34,71,"0,5%",0.5,2.78,46,17%,17.0,97.65,68,2%,2.0,38.29,69,1%,1.0,1.36,58,7%,7.0,6.66,62,"0,5%",0.5,35.47,46,"0,5%",0.5,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,RDM A6179,08/21,GALLO MAT.,G,REMP 602,12,"RDM A6179 08/21 GALLO MAT. G REMP 602 86.23 74 8% 8.01 45 0,1% 88.01 68 6% 36.01 69 2% 2.23 62 0,5% 3.05 63 13% 35.45 45 0,5%",86.23,74,8%,8.0,8.01,45,"0,1%",0.1,88.01,68,6%,6.0,36.01,69,2%,2.0,2.23,62,"0,5%",0.5,3.05,63,13%,13.0,35.45,45,"0,5%",0.5,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,EAO B7222,08/21,B7222 FIV DA EAO (EXE,G,REM A1936,12,"EAO B7222 08/21 B7222 FIV DA EAO (EXE G REM A1936 99.17 72 0,1% 3.83 49 8% 95.89 68 2% 30.76 73 4% 2.25 73 0,5% 5.24 69 2% 35.38 49 0,5%",99.17,72,"0,1%",0.1,3.83,49,8%,8.0,95.89,68,2%,2.0,30.76,73,4%,4.0,2.25,73,"0,5%",0.5,5.24,69,2%,2.0,35.38,49,"0,5%",0.5,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,REMP 1416,07/21,REM PASSAPORTE FIV GE,G,REM A2239,12,"REMP 1416 07/21 REM PASSAPORTE FIV GE G REM A2239 92.06 72 1% 2.45 44 22% 89.55 68 5% 42.33 91 0,1% 1.71 88 3% 5.76 74 1% 35.38 44 0,5%",92.06,72,1%,1.0,2.45,44,22%,22.0,89.55,68,5%,5.0,42.33,91,"0,1%",0.1,1.71,88,3%,3.0,5.76,74,1%,1.0,35.38,44,"0,5%",0.5,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FANO 2491,11/19,DOUSE DA AGRONOVA,G,REMC A331,12,"FANO 2491 11/19 DOUSE DA AGRONOVA G REMC A331 90.94 84 2% 3.02 51 15% 98.30 81 2% 30.76 79 4% 0.85 68 19% 7.98 80 0,1% 35.29 51 0,5%",90.94,84,2%,2.0,3.02,51,15%,15.0,98.3,81,2%,2.0,30.76,79,4%,4.0,0.85,68,19%,19.0,7.98,80,"0,1%",0.1,35.29,51,"0,5%",0.5,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,FGP A1248,09/20,GIBSON FIV GUADALUPE,G,REM A1811,12,"FGP A1248 09/20 GIBSON FIV GUADALUPE G REM A1811 86.11 85 8% 7.28 50 0,1% 89.74 83 5% 33.02 77 3% 1.46 66 6% 7.34 75 0,1% 34.96 50 1%",86.11,85,8%,8.0,7.28,50,"0,1%",0.1,89.74,83,5%,5.0,33.02,77,3%,3.0,1.46,66,6%,6.0,7.34,75,"0,1%",0.1,34.96,50,1%,1.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,REMP 1611,10/21,REM1611L FIV GENETICA,G,REMP 816,12,REMP 1611 10/21 REM1611L FIV GENETICA G REMP 816 90.56 59 2% 3.06 46 14% 98.04 50 2% 37.40 70 1% 1.85 59 2% 5.79 64 1% 34.96 46 1%,90.56,59,2%,2.0,3.06,46,14%,14.0,98.04,50,2%,2.0,37.4,70,1%,1.0,1.85,59,2%,2.0,5.79,64,1%,1.0,34.96,46,1%,1.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,EPCF 4353,08/20,ROLEX FIV DA TERRA BR,G,REM A1811,12,"EPCF 4353 08/20 ROLEX FIV DA TERRA BR G REM A1811 85.51 85 10% 5.41 49 2% 88.05 83 6% 37.22 89 1% 1.00 85 15% 7.47 91 0,1% 34.75 49 1%",85.51,85,10%,10.0,5.41,49,2%,2.0,88.05,83,6%,6.0,37.22,89,1%,1.0,1.0,85,15%,15.0,7.47,91,"0,1%",0.1,34.75,49,1%,1.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
Nelore,EAO B8522,11/21,EMBLEMA FIV DA EAO,G,REM A7,12,"EAO B8522 11/21 EMBLEMA FIV DA EAO G REM A7 95.41 73 0,1% 6.03 51 1% 98.65 69 1% 29.73 71 5% 2.03 64 1% 3.76 68 8% 34.73 51 1%",95.41,73,"0,1%",0.1,6.03,51,1%,1.0,98.65,69,1%,1.0,29.73,71,5%,5.0,2.03,64,1%,1.0,3.76,68,8%,8.0,34.73,51,1%,1.0,"3P,MP120,STAY,P450,PE365,AOL,MGTe"
