breed,animal_id,birth_month_year,animal_name,sex,sire,source_page,source_raw,IPPdep,IPPac,IPPtop,IPPtop_pct,MP120dep,MP120ac,MP120top,MP120top_pct,MP210dep,MP210ac,MP210top,MP210top_pct,PACdep,PACac,PACtop,PACtop_pct,P450dep,P450ac,P450top,P450top_pct,MGTedep,MGTeac,MGTetop,MGTetop_pct,metric_order
Tabapuã,DORN 289,11/06,CERTEIRO FIV DA DORN,G,NYFP 1459,68,"DORN 289 11/06 CERTEIRO FIV DA DORN G NYFP 1459 -0.24 43 16% 3.47 52 0,5% 4.27 43 0,5% 5.81 31 3% 20.27 42 0,5% 12 1 21.75 39 4%",-0.24,43,16%,16.0,3.47,52,"0,5%",0.5,4.27,43,"0,5%",0.5,5.81,31,3%,3.0,20.27,42,"0,5%",0.5,21.75,39,4%,4.0,"IPP,MP120,MP210,PAC,P450,MGTe"
Tabapuã,OEJ 102,01/11,SANCAO,,ALN 628,68,OEJ 102 01/11 SANCAO ALN 628 -0.50 23 4% 3.14 26 1% 2.14 20 7% 6.10 9 2% 11.71 18 5% 37 2 17.81 18 8%,-0.5,23,4%,4.0,3.14,26,1%,1.0,2.14,20,7%,7.0,6.1,9,2%,2.0,11.71,18,5%,5.0,17.81,18,8%,8.0,"IPP,MP120,MP210,PAC,P450,MGTe"
