breed,animal_id,birth_month_year,animal_name,sex,sire,source_pages,source_page_count,3Pac,3Pdep,3Ptop_pct,ACABac,ACABdep,ACABtop_pct,AOLac,AOLdep,AOLtop_pct,CARac,CARdep,CARtop_pct,IMSac,IMSdep,IMStop_pct,IPPac,IPPdep,IPPtop_pct,MARac,MARdep,MARtop_pct,MGTe_COac,MGTe_COdep,MGTe_COtop_pct,MGTe_CRac,MGTe_CRdep,MGTe_CRtop_pct,MGTe_F1ac,MGTe_F1dep,MGTe_F1top_pct,MGTe_REac,MGTe_REdep,MGTe_REtop_pct,MGTeac,MGTedep,MGTetop_pct,MP120ac,MP120dep,MP120top_pct,MP210ac,MP210dep,MP210top_pct,P120ac,P120dep,P120top_pct,P210ac,P210dep,P210top_pct,P365ac,P365dep,P365top_pct,P450ac,P450dep,P450top_pct,PACac,PACdep,PACtop_pct,PE365ac,PE365dep,PE365top_pct,STAYac,STAYdep,STAYtop_pct
Nelore,AIB A3428,09/20,ALVO JL DA BAMA,,AZAN 2193,15,1,42,81.74,22,,,,47,5.36,2,,,,,,,,,,,,,,,,,,,,,,,,,41,30.7,3,47,2.55,20,,,,,,,,,,,,,41,34.22,2,,,,43,1.32,8,46,93.31,3
Nelore,EAO B5212,09/20,DELEGADO FIV DA EAO,G,ACNP 3146,15,1,72,95.53,0.1,,,,83,3.87,7,,,,,,,,,,,,,,,,,,,,,,,,,49,30.68,3,49,3.58,10,,,,,,,,,,,,,90,29.04,6,,,,84,1.24,9,68,99,1
Nelore,REM A2239,11/17,REM GRINGO GEN ADITIV,G,REM 9852,"15,21",2,87,92.13,1,,,,86,5.35,2,,,,,,,53,-0.97,13,,,,,,,,,,,,,,,,66,30.67,3,66,3.1,14,,,,,,,,,,,,,89,35.79,2,,,,79,1.58,5,81,82.17,13
Nelore,FVC 14867,08/20,TOKIO FIV FVC,G,ACNP 3146,"15,29",2,73,90.5,2,73,0.61,6,74,3.76,8,,,,,,,45,-1.27,2,65,0.3,0.1,,,,,,,,,,,,,50,30.66,3,50,2.57,20,,,,,,,,,,,,,80,33.12,3,,,,77,1.93,2,67,98.69,1
Nelore,CLRP 2613,09/20,SP8 DA CLR,G,ACNP 3146,15,1,73,80.45,28,,,,73,4.66,4,,,,,,,,,,,,,,,,,,,,,,,,,48,30.64,3,48,5.05,3,,,,,,,,,,,,,77,29.4,5,,,,66,1.81,3,67,95.15,2
Nelore,REMP 1214,09/20,REM JOALHEIRO GEN. AD,G,REM A1553,"15,27",2,84,83.92,14,74,0.49,9,76,6.66,0.5,,,,,,,41,-0.92,17,,,,,,,,,,,,,,,,45,30.62,4,45,4.75,4,,,,,,,,,,,,,78,24.09,12,,,,64,1.34,8,83,89.37,5
Nelore,CSCF 5499,09/19,VISUAL DE NAV.,G,REMC 9375,15,1,75,87.1,6,,,,70,4.09,6,,,,,,,,,,,,,,,,,,,,,,,,,45,30.6,4,45,6.81,0.5,,,,,,,,,,,,,88,25.25,10,,,,76,1.24,9,69,96.77,2
Nelore,KPAO 1180,09/21,RAZUK KA,G,KAPO 2331,15,1,74,79.79,31,,,,61,6.03,1,,,,,,,,,,,,,,,,,,,,,,,,,43,30.59,4,43,3.81,8,,,,,,,,,,,,,67,31.68,4,,,,59,0.84,19,67,86.57,8
Nelore,FLPE 8542,10/21,AZULEJO FIV DA COMETA,G,REMP 816,"15,23,28",3,73,83.23,16,63,1.31,0.5,63,2.97,14,,,,,,,42,-0.91,18,,,,,,,,,,,,,,,,44,30.52,4,44,4.67,4,,,,,,,,,,,,,73,30.45,5,,,,75,2.68,0.1,68,88.31,6
Nelore,FSPN 178,10/21,BUROCRATA FIV DA FHP,G,RDM A3064,15,1,73,85.86,9,,,,64,4.21,6,,,,,,,,,,,,,,,,,,,,,,,,,46,30.51,4,46,5.41,2,,,,,,,,,,,,,70,29.74,5,,,,60,1.29,9,69,82.79,12
Nelore,BOA A3055,09/21,PISTEIRO FIV TERRA BO,G,REM A1936,15,1,73,82.32,20,,,,62,4.9,3,,,,,,,,,,,,,,,,,,,,,,,,,45,30.51,4,45,2.95,15,,,,,,,,,,,,,67,34.96,2,,,,58,1.6,4,68,82.39,12
Nelore,FVCP 1351,09/20,GREGO FIV FVC,G,REM A1811,"15,24",2,74,86.07,8,,,,73,4.75,4,,,,,,,43,-1.32,2,,,,,,,,,,,,,,,,47,30.48,4,47,6.79,0.5,45,9.33,0.5,,,,,,,,,,83,26.84,8,48,9.82,7,75,1.65,4,69,88.65,6
Nelore,CSCN 21106,11/21,BARÃƒO NAVIRAÃ•,G,REMP 816,"15,28",2,74,93.07,1,62,1.19,1,64,3.5,10,,,,,,,43,-0.94,15,,,,,,,,,,,,,,,,46,30.45,4,46,2.06,29,,,,,,,,,,,,,69,34.14,2,,,,59,1.53,5,69,91.18,4
Nelore,PHOC 1893,10/20,1893 FIV PHOC,G,GRI B2887,"15,27",2,73,87.08,6,72,1,2,73,6.85,0.1,,,,,,,44,-1.19,4,,,,,,,,,,,,,,,,48,30.37,4,48,3.62,9,,,,,,,,,,,,,72,25.06,11,,,,60,0.97,16,67,98.8,1
Nelore,FVCP 1890,08/21,DARU FIV FVC,G,REMP 602,16,1,60,85.5,10,,,,,,,,,,,,,,,,,,,,,,46,40.65,0.1,,,,,,,46,38.02,0.1,,,,46,13.35,0.1,,,,63,19.7,2,,,,,,,,,,61,2.68,0.1,49,98.78,1
Nelore,RDM A6962,06/22,HITLER MAT.,G,REMP 602,16,1,73,83.27,16,,,,,,,,,,,,,,,,,,,,,,47,39.03,0.1,,,,,,,47,39.49,0.1,,,,46,10.52,0.1,,,,62,21.33,1,,,,,,,,,,60,2.8,0.1,66,93.73,3
Nelore,MCPJ 8108,07/22,8108S FIV JMP,G,REM A1576,"16,17,23,25",4,61,88.03,5,62,0.8,4,64,7.58,0.1,,,,,,,44,-1.2,4,,,,,,,48,39,0.1,,,,62,46.84,0.1,48,41.29,0.1,48,6.38,0.5,48,8.33,1,65,12.92,1,65,23.97,0.1,,,,68,38.77,0.5,,,,62,2.4,0.1,55,98.13,2
Nelore,SGN 1391,12/18,LUMIAR FIV DO CRISPIM,G,REM 6447,"16,17",2,86,86.03,8,64,0.66,5,65,8.73,0.1,,,,,,,,,,,,,,,,48,37.01,0.1,,,,64,48.11,0.1,48,40.29,0.1,,,,47,12.46,0.1,,,,68,19.56,2,,,,72,36.6,1,,,,63,1.15,11,82,89.46,5
Nelore,XRGM 4865,08/22,LANDROVER DA XARAES,G,XRGM 4111,"16,17,25,27,28",5,73,91.77,2,61,1.26,0.5,62,7.62,0.1,,,,,,,38,-1.34,2,,,,,,,41,36.26,0.1,,,,61,48.3,0.1,41,39.84,0.1,41,4.34,5,40,6.43,5,72,12.84,1,64,23.01,0.5,,,,66,38.3,1,,,,59,2.37,0.1,70,97.3,2
Nelore,JHVM 23887,08/22,JH FIV CAMPARINO,G,MMVA 2725,16,1,73,89.43,3,,,,,,,,,,,,,,,,,,,,,,48,35.97,0.5,,,,,,,48,35.76,0.5,,,,47,11.98,0.1,,,,65,14.02,10,,,,,,,,,,61,1.38,7,68,99.12,1
Nelore,RDM A6376,09/21,A6376 MAT. (GRANEL MA,G,REMP 602,16,1,73,85.67,9,,,,,,,,,,,,,,,,,,,,,,45,35.9,0.5,,,,,,,45,34.85,1,,,,45,8.74,1,,,,62,20.34,2,,,,,,,,,,58,2.11,1,67,90.57,4
Nelore,GCGC 442,07/22,COLISEU FIV GRUPO COS,G,REM A1936,"16,17",2,52,87.16,6,65,0.86,3,65,5.59,2,,,,,,,,,,,,,,,,43,35.43,0.5,,,,65,43.26,0.5,43,37.74,0.1,,,,46,6.26,5,,,,63,23.91,0.1,,,,69,41.44,0.1,,,,60,2.25,0.5,43,93.01,3
Nelore,JAPA 11059,12/21,11059 FIV JAPARANDUBA,G,RDM A99,16,1,61,90.36,2,,,,,,,,,,,,,,,,,,,,,,51,34.95,0.5,,,,,,,51,33.46,2,,,,50,11.13,0.1,,,,67,14.21,9,,,,,,,,,,64,1.1,12,52,99.15,0.1
Nelore,RGM 7523,09/21,OTIMIZADO FIV RG,G,REMP 602,16,1,74,83.65,15,,,,,,,,,,,,,,,,,,,,,,47,34.73,0.5,,,,,,,47,34.1,2,,,,45,7.27,3,,,,63,19.03,3,,,,,,,,,,59,2.54,0.1,68,96.97,2
Nelore,KAT 5463,11/21,NÃšCLEO FIV KATISPERA,G,KAT 4154,16,1,71,88.49,4,,,,,,,,,,,,,,,,,,,,,,40,34.35,1,,,,,,,40,35.21,0.5,,,,39,6.79,4,,,,63,20.96,1,,,,,,,,,,56,1.78,3,68,92.96,3
Nelore,EAO B7558,09/21,B7558 FIV DA EAO,G,REM A1936,16,1,63,92.65,1,,,,,,,,,,,,,,,,,,,,,,50,34.04,1,,,,,,,50,33.2,2,,,,49,6.85,4,,,,69,19.82,2,,,,,,,,,,64,1.74,3,54,94.63,3
Nelore,MDLO 2366,09/21,I2366 DA MDLO,G,SINO 1730,17,1,,,,63,1.17,1,62,7.57,0.1,,,,,,,,,,,,,,,,,,,,,,62,46.19,0.1,45,35.57,0.5,,,,,,,,,,,,,,,,68,35.56,2,,,,,,,,,
Nelore,ALQ 2431,08/22,2431 ESALQ,G,REM A1576,17,1,,,,63,0.77,4,64,6.81,0.1,,,,,,,,,,,,,,,,,,,,,,63,43.79,0.1,39,33.15,2,,,,,,,,,,,,,,,,70,37.37,1,,,,,,,,,
Nelore,JAPA 11028,12/21,11028 FIV JAPARANDUBA,G,SINO 1730,"17,18,19",3,,,,65,0.39,12,66,7.04,0.1,48,-0.183,0.5,,,,,,,61,0.17,3,48,35.65,0.1,,,,48,32.4,0.5,65,43.23,0.5,50,34.55,1,,,,,,,,,,,,,,,,69,37.69,1,,,,,,,,,
Nelore,VIV 5156,09/21,OMÃƒ FIV PRONEL,G,REM A1936,17,1,,,,63,1.03,2,64,6.15,1,,,,,,,,,,,,,,,,,,,,,,63,43.2,0.5,32,33.52,2,,,,,,,,,,,,,,,,68,37.8,1,,,,,,,,,
Nelore,FVC 15210,09/20,MIL FIV FVC,G,ACNP 3146,17,1,,,,44,0.02,58,68,5.08,3,,,,,,,,,,,,,,,,,,,,,,44,43.18,0.5,44,35.75,0.5,,,,,,,,,,,,,,,,73,48.59,0.1,,,,,,,,,
Nelore,XIKU 6965,06/20,FAVERO,G,REM A1576,17,1,,,,64,0.57,7,66,6.01,1,,,,,,,,,,,,,,,,,,,,,,64,42.82,0.5,43,34.44,1,,,,,,,,,,,,,,,,69,40.58,0.5,,,,,,,,,
Nelore,FLPE 8541,10/21,ANGICO FIV DA COMETA,G,REMP 816,"17,18,19",3,,,,65,1.37,0.5,66,5.58,2,43,-0.072,22,,,,,,,59,0.3,0.1,43,37.41,0.1,,,,43,39.29,0.1,65,42.7,0.5,46,32.03,3,,,,,,,,,,,,,,,,71,37.51,1,,,,,,,,,
Nelore,FANO 3387,12/20,ECRAN DA AGRONOVA,G,RDM A83,17,1,,,,67,0.21,21,68,7,0.1,,,,,,,,,,,,,,,,,,,,,,67,42.6,0.5,40,31.22,3,,,,,,,,,,,,,,,,69,37.9,1,,,,,,,,,
Nelore,ANP 1101,10/21,CAPITÃƒO DA ANP,G,REMP 816,"17,18,19",3,,,,62,1.22,1,62,6.46,0.5,42,-0.023,53,,,,,,,59,0.2,2,42,34.19,0.1,,,,42,34.81,0.1,62,42.41,0.5,30,30.19,4,,,,,,,,,,,,,,,,68,34.01,2,,,,,,,,,
Nelore,REMQ 23,07/22,REM MAGISTRADO FIV GE,G,REM A1576,17,1,,,,62,0.99,2,62,5.67,2,,,,,,,,,,,,,,,,,,,,,,62,42.36,0.5,43,33.4,2,,,,,,,,,,,,,,,,67,38.82,0.5,,,,,,,,,
Nelore,REMC A4890,11/21,REM4890L GENETICA ADI,G,REMP 816,"18,19",2,,,,65,1.58,0.1,66,5.1,3,45,-0.057,31,,,,,,,63,0.16,3,45,35.01,0.1,,,,45,37.06,0.1,,,,49,29.84,4,,,,,,,,,,,,,,,,71,35.94,2,,,,,,,,,
Nelore,RDM A5458,07/21,A5458 MAT. (GUAPORE,M,G REMP 816,"18,19",2,,,,66,1.29,0.5,66,4.91,3,49,-0.082,16,,,,,,,62,0.25,0.5,49,35.25,0.1,,,,49,36.96,0.1,,,,36,33.33,2,,,,,,,,,,,,,,,,71,39.37,0.5,,,,,,,,,
Nelore,EAO B1830,08/19,CAPITAL FIV DA EAO,G,LBMN D4685,"18,19",2,,,,66,1.43,0.1,67,3.2,12,44,-0.145,2,,,,,,,62,0.27,0.1,44,33.15,0.1,,,,44,36.03,0.1,,,,51,28.52,5,,,,,,,,,,,,,,,,75,27.03,8,,,,,,,,,
Nelore,HORA 3948,07/19,ITO TE DA HORA,G,REMC 5326,"18,19",2,,,,69,0.78,4,69,5.82,1,50,-0.24,0.1,,,,,,,63,0.23,0.5,50,37.04,0.1,,,,50,35.65,0.1,,,,51,30.2,4,,,,,,,,,,,,,,,,76,25.5,10,,,,,,,,,
Nelore,BOA A3238,06/22,QUARTZO FIV TERRA BOA,G,REM A1936,"18,19",2,,,,62,1.39,0.1,61,4.54,4,40,-0.16,1,,,,,,,57,0.1,9,40,34.4,0.1,,,,40,35.28,0.1,,,,45,30.13,4,,,,,,,,,,,,,,,,68,29.04,6,,,,,,,,,
Nelore,EAO B4846,08/20,DECRETO FIV DA EAO,G,LBMN D4685,"18,19,28",3,76,93.17,1,73,1.67,0.1,74,3.15,13,46,-0.12,4,,,,47,-1.3,2,64,0.14,4,46,31.62,0.5,,,,46,34.6,0.1,,,,50,29.03,5,,,,,,,,,,,,,,,,77,24.89,11,,,,,,,,,
Nelore,PHOC 1882,10/20,1882 FIV PHOC,G,GRI B2887,"18,19",2,,,,67,1.14,1,68,6.17,0.5,42,-0.063,27,,,,,,,63,0.21,1,42,34.19,0.1,,,,42,34.57,0.1,,,,31,32.62,2,,,,,,,,,,,,,,,,70,31.41,4,,,,,,,,,
Nelore,REM 12551,08/22,REM MAESTRO GENETICA,G,REMP 816,"18,19",2,,,,61,1.48,0.1,62,5.12,3,46,-0.078,19,,,,,,,58,0.15,4,46,33,0.1,,,,46,34.56,0.1,,,,32,27.75,6,,,,,,,,,,,,,,,,66,24.25,12,,,,,,,,,
Nelore,REM 11271,08/20,REM JATO GEN. ADT,G,REM A1576,"18,19,28",3,86,88.33,4,81,1.39,0.1,82,5.29,2,68,-0.039,43,,,,46,-1.23,3,82,0.19,2,68,32.45,0.5,,,,68,34.12,0.1,,,,48,29.8,4,,,,,,,,,,,,,,,,90,28.71,6,,,,,,,,,
Nelore,EAO B4381,08/20,DUCATTI DA EAO,G,REM A1936,"18,19,28",3,44,91.3,2,70,1.19,1,71,5.62,2,46,-0.1,8,,,,43,-1.14,5,59,0.1,9,46,32.9,0.1,,,,46,32.9,0.5,,,,33,28.64,5,,,,,,,,,,,,,,,,83,29.47,5,,,,,,,,,
Nelore,FLPE 8552,10/21,APEROL FIV DA COMETA,G,JHVM 17499,18,1,,,,57,1.98,0.1,58,2.4,19,46,-0.032,47,,,,,,,51,0.15,4,,,,,,,46,32.64,0.5,,,,40,20.83,17,,,,,,,,,,,,,,,,60,17.18,25,,,,,,,,,
Nelore,EAO B1789,08/19,1789 FIV DA EAO,G,LBMN D4685,"18,19",2,,,,86,0.63,6,85,4.62,4,56,-0.219,0.1,,,,,,,85,0.24,0.5,56,33.18,0.1,,,,56,32.27,0.5,,,,51,28.83,5,,,,,,,,,,,,,,,,88,30.21,5,,,,,,,,,
Nelore,HORA 5989,10/21,LA PORTE TE DA HORA,G,HORA 3150,"18,19,29",3,71,89.36,3,66,0.21,21,65,4.95,3,44,-0.27,0.1,,,,45,-1.2,4,61,0.32,0.1,44,34.18,0.1,,,,44,32.03,0.5,,,,48,29.54,4,,,,,,,,,,,,,,,,74,31.83,4,,,,,,,,,
Nelore,CANO 4730,10/21,DEPORTE,G,REM A1936,18,1,,,,61,1.44,0.1,62,4.61,4,43,-0.023,53,,,,,,,57,0.12,7,,,,,,,43,31.82,0.5,,,,46,27.26,7,,,,,,,,,,,,,,,,68,30.25,5,,,,,,,,,
Nelore,MNS 9278,07/18,TROOPER DA ALO BRASIL,G,REMC 5326,"18,19,27",3,86,83.24,16,81,1.08,1,83,6.79,0.1,57,-0.072,22,,,,55,-1.3,2,74,0.06,20,57,32.83,0.5,,,,57,31.72,0.5,,,,56,29.45,4,,,,,,,,,,,,,,,,88,28.63,6,,,,,,,,,
Nelore,KAT 4527,09/20,4527 FIV KATISPERA,G,REM A1936,19,1,,,,65,0.83,3,65,6.04,1,44,-0.16,1,,,,,,,59,0.02,38,44,32.12,0.5,,,,,,,,,,46,30.29,4,,,,,,,,,,,,,,,,70,28.57,6,,,,,,,,,
Nelore,GRI C1877,11/20,PIRATA DA S.NICE,G,COL 23568,"19,29",2,76,72.04,64,65,0.43,11,64,5.72,1,41,-0.111,5,,,,43,-1.15,5,60,0.37,0.1,41,31.56,0.5,,,,,,,,,,46,30.31,4,,,,,,,,,,,,,,,,73,29.67,5,,,,,,,,,
Nelore,MNS 10509,07/20,D50 DA ALO BRASIL,G,FPO 2683,21,1,84,95.75,0.1,,,,,,,,,,,,,43,-1.37,1,,,,,,,,,,,,,,,,46,28.68,5,46,4.15,6,,,,,,,,,,,,,,,,,,,83,1.72,3,80,84.52,10
Nelore,CSCC 5339,12/14,POKEMOM FIV DE NAVIRA,G,REMC 5326,"21,22",2,90,94.65,0.5,,,,,,,,,,,,,65,-1.89,0.1,,,,,,,,,,,,,,,,71,22.41,14,71,2.63,19,,,,,,,,,,,,,91,16.32,27,,,,84,0.94,16,85,91.81,4
Nelore,REMC 7592,11/13,REM CAMPO GRANDE,,REM 5589,21,1,83,94.64,0.5,,,,,,,,,,,,,75,-1.21,3,,,,,,,,,,,,,,,,40,20.48,18,68,2.2,26,,,,,,,,,,,,,,,,,,,88,1.08,13,79,80.66,15
Nelore,EPCF 2954,09/18,2954 FIV DA TERRA BRA,G,REMC 9094,21,1,85,94.6,0.5,,,,,,,,,,,,,47,-1.52,0.1,,,,,,,,,,,,,,,,48,22.69,14,48,1.45,44,,,,,,,,,,,,,,,,,,,68,1.49,6,83,88.25,6
Nelore,REM A2103,10/17,REM GUAPORE,G,REM 7259,21,1,86,94.27,0.5,,,,,,,,,,,,,57,-1.15,5,,,,,,,,,,,,,,,,60,22.98,13,60,1.84,34,,,,,,,,,,,,,,,,,,,81,1.17,11,82,87.64,7
Nelore,RDM 8999,08/16,BALBEC MAT.,G,RDM 7045,21,1,88,94.25,0.5,,,,,,,,,,,,,71,-1.03,10,,,,,,,,,,,,,,,,72,20.95,17,72,1.93,32,,,,,,,,,,,,,,,,,,,91,0.62,27,82,84.76,9
Nelore,REM 7743,09/12,REM BLOCK,G,REM 4677,"21,22",2,89,94.12,0.5,,,,,,,,,,,,,72,-1.34,2,,,,,,,,,,,,,,,,75,22.42,14,75,3.85,8,,,,,,,,,,,,,95,19.91,19,,,,88,0.78,21,86,86.16,8
Nelore,COL 24926,11/16,QUICKMAN FIV COL,G,REMC 5326,21,1,77,93.52,0.5,,,,,,,,,,,,,67,-1.25,3,,,,,,,,,,,,,,,,68,27.96,6,68,3.65,9,,,,,,,,,,,,,,,,,,,87,1.52,5,71,97.97,2
Nelore,JHVM 18371,08/19,FORD FIV CAMPARINO,G,REMC 5326,21,1,85,93.22,1,,,,,,,,,,,,,64,-1.35,1,,,,,,,,,,,,,,,,60,27.7,6,60,3.05,14,,,,,,,,,,,,,,,,,,,92,0.97,16,81,89.59,5
Nelore,CSCN 15658,08/16,NAVIRAI FIV SURREAL,G,REMC 5326,"21,22",2,87,93.12,1,,,,,,,,,,,,,63,-1.35,1,,,,,,,,,,,,,,,,66,23.81,12,66,1.51,42,,,,,,,,,,,,,90,19.29,21,,,,84,1.14,11,84,91.14,4
Nelore,API 3787,09/16,ARMADOR FIV DO API,G,REMC 5326,21,1,86,93.1,1,,,,,,,,,,,,,52,-1.27,2,,,,,,,,,,,,,,,,55,26.52,8,55,2.03,30,,,,,,,,,,,,,,,,,,,73,1.47,6,84,94.98,3
Nelore,RDM 5102,08/11,RUBAIAH MAT.,G,L4810,21,1,79,93.05,1,,,,,,,,,,,,,68,-1.37,1,,,,,,,,,,,,,,,,73,21.49,16,73,2.32,24,,,,,,,,,,,,,,,,,,,85,0.66,25,78,85.5,9
Nelore,MGLP 592,10/16,BAETI 38 FIV DA BACUR,G,REMC 5326,21,1,87,92.81,1,,,,,,,,,,,,,49,-1.36,1,,,,,,,,,,,,,,,,44,25.71,9,54,1.35,48,,,,,,,,,,,,,,,,,,,74,1.07,13,83,90.8,4
Nelore,REM 9852,11/14,REM DITADO,G,REMC 4820,21,1,87,92.56,1,,,,,,,,,,,,,61,-1.11,6,,,,,,,,,,,,,,,,69,25.88,9,69,2.4,23,,,,,,,,,,,,,,,,,,,84,0.73,23,83,81.51,14
Nelore,REM 8933,10/13,REM CALDONEGRO,G,REM 5589,"21,22",2,95,92.41,1,,,,,,,,,,,,,89,-1.19,4,,,,,,,,,,,,,,,,91,29.4,5,91,4.39,5,,,,,,,,,,,,,99,32.33,3,,,,95,0.8,21,91,91.8,4
Nelore,REM A192,09/15,REM ESTEIO,G,REM 7259,21,1,87,92.29,1,,,,,,,,,,,,,54,-1.2,4,,,,,,,,,,,,,,,,63,21.75,15,63,1.93,32,,,,,,,,,,,,,,,,,,,81,1.28,9,81,79.74,17
Nelore,REMP 816,10/18,REM HERMOSO FIV GEN A,G,REM A7,"21,23,28",3,91,92.23,1,98,1.22,1,96,4,7,,,,,,,84,-0.94,15,,,,,,,,,,,,,,,,81,29.42,5,83,1.75,36,,,,,,,,,,,,,98,34.65,2,,,,97,2.17,0.5,81,82.23,13
Nelore,BOA A1421,08/17,KENZO TERRA BOA,G,REMC 5326,21,1,84,92.2,1,,,,,,,,,,,,,54,-1.47,0.5,,,,,,,,,,,,,,,,56,26,8,56,3.76,8,,,,,,,,,,,,,,,,,,,77,0.95,16,82,89,6
Nelore,REMC 9828,10/15,REM EL TORO,G,REM 5531,"21,22",2,91,92.15,1,,,,,,,,,,,,,79,-1.03,10,,,,,,,,,,,,,,,,78,22.83,13,78,3.41,11,,,,,,,,,,,,,98,14.82,32,,,,92,1.43,6,81,91.44,4
Nelore,FVC 12296,06/17,TORNADO FVC,G,FVC 9681,21,1,91,92.01,1,,,,,,,,,,,,,80,-1.12,6,,,,,,,,,,,,,,,,78,25.38,9,78,2.19,27,,,,,,,,,,,,,,,,,,,93,0.81,20,84,93.4,3
Nelore,RDM A2233,07/19,ENSINO MAT.,G,BONS 3108,21,1,87,92.01,1,,,,,,,,,,,,,56,-1.23,3,,,,,,,,,,,,,,,,54,26.42,8,54,1.84,34,,,,,,,,,,,,,,,,,,,83,1.53,5,83,95.09,2
Nelore,HORA 3986,08/19,INVENCIVEL DA HORA,G,REMC 8053,21,1,87,91.75,2,,,,,,,,,,,,,69,-1.02,10,,,,,,,,,,,,,,,,62,28.95,5,62,3.76,8,,,,,,,,,,,,,,,,,,,91,0.91,17,82,82.09,13
Nelore,MGLP 515,10/15,AETÃ‰ 31 FIV DA BACUR,G,REMC 5326,21,1,58,91.68,2,,,,,,,,,,,,,44,-1.34,2,,,,,,,,,,,,,,,,43,24.96,10,48,2.84,17,,,,,,,,,,,,,,,,,,,64,1.53,5,43,78.88,18
Nelore,REM 9862,11/14,REM DIFTOX,G,REM 4787,21,1,87,91.54,2,,,,,,,,,,,,,50,-1.34,2,,,,,,,,,,,,,,,,57,25.6,9,57,5.31,2,,,,,,,,,,,,,,,,,,,75,0.57,29,83,73.03,30
Nelore,FBFM 8950,09/18,PORTO DO BATUQUE,G,FBFM 6505,"21,28",2,87,91.41,2,87,1.18,1,88,3.85,8,,,,,,,65,-1.08,7,,,,,,,,,,,,,,,,74,25.71,9,74,2.22,26,,,,,,,,,,,,,91,22.13,15,,,,88,0.96,16,81,90.79,4
Nelore,MATI 1624,08/14,VIGOR MATI,G,RDM 5624,21,1,85,91.25,2,,,,,,,,,,,,,61,-0.97,13,,,,,,,,,,,,,,,,66,23.69,12,66,3.48,10,,,,,,,,,,,,,,,,,,,80,0.59,28,84,83.99,10
Nelore,REM A159,09/15,REM EIXOO,G,REM 7121,21,1,87,91.24,2,,,,,,,,,,,,,49,-1.13,5,,,,,,,,,,,,,,,,55,24.97,10,55,4.68,4,,,,,,,,,,,,,,,,,,,78,0.97,16,83,73.52,29
Nelore,REM A1811,09/17,REM GLADIADOR GEN ADT,G,REMC 8332,"21,24",2,90,90.97,2,,,,,,,,,,,,,82,-1.25,3,,,,,,,,,,,,,,,,82,27.72,6,84,5.74,2,83,8.03,2,,,,,,,,,,97,27.36,8,46,12.06,2,93,1.14,11,82,77.18,21
Nelore,REM 7121,10/11,REM ALLON,G,REM 3787,21,1,88,90.96,2,,,,,,,,,,,,,71,-1.17,4,,,,,,,,,,,,,,,,33,22.31,14,77,5.33,2,,,,,,,,,,,,,,,,,,,33,0.59,28,88,77.3,21
Nelore,REMC A223,08/16,REM FORMOSO,G,REMC 5326,"21,22",2,87,90.96,2,,,,,,,,,,,,,75,-1.17,4,,,,,,,,,,,,,,,,74,29.78,4,74,2.73,18,,,,,,,,,,,,,94,30.33,5,,,,91,1.3,8,82,94.66,3
Nelore,AZAP 196,08/09,GRAFITE DA BELA,G,AZAN 5,21,1,91,90.92,2,,,,,,,,,,,,,69,-0.92,17,,,,,,,,,,,,,,,,74,22.11,15,74,6.04,1,,,,,,,,,,,,,,,,,,,87,1,15,88,80.2,16
Nelore,JCGG 15015,10/19,CENARIO DA AGUA FRIA,G,JCGG 9251,21,1,33,90.52,2,,,,,,,,,,,,,38,-1.08,7,,,,,,,,,,,,,,,,33,24.68,10,40,4.05,7,,,,,,,,,,,,,,,,,,,68,0.81,20,58,76.52,23
Nelore,MMVA 2281,11/17,ECLIPSE FIV DA JACAMI,G,RDM 5624,21,1,86,90.5,2,,,,,,,,,,,,,59,-0.92,17,,,,,,,,,,,,,,,,61,25.56,9,61,4.81,4,,,,,,,,,,,,,,,,,,,79,1.16,11,83,84.45,10
Nelore,RDM 8948,08/16,BARRO BRANCO MAT.,G,MNS 5612,21,1,86,90.37,2,,,,,,,,,,,,,46,-1.38,1,,,,,,,,,,,,,,,,50,20.89,17,50,3.83,8,,,,,,,,,,,,,,,,,,,69,1.45,6,84,73.16,30
Nelore,GRI B8798,11/18,B8798 DA S.NICE,G,REM A7,21,1,84,90.35,2,,,,,,,,,,,,,50,-1.66,0.1,,,,,,,,,,,,,,,,53,26.34,8,53,2.16,27,,,,,,,,,,,,,,,,,,,72,1.47,6,82,87.23,7
Nelore,RDM 6022,09/12,SARTRE MAT.,G,LBMN C8288,22,1,87,92.01,1,,,,,,,,,,,,,52,-1.18,4,,,,,,,,,,,,,,,,53,24.96,10,53,2.56,20,,,,,,,,,,,,,82,25.33,10,,,,,,,84,98.23,2
Nelore,LBMN D4685,09/09,D4685 DA MN (CAMPEÃƒO,G,LBMN D1484,"22,24",2,96,82.6,19,,,,,,,,,,,,,91,-0.92,17,,,,,,,,,,,,,,,,95,23.02,13,95,5.9,1,94,7.1,3,,,,,,,,,,98,16.23,28,87,9.68,8,,,,96,97.3,2
Nelore,EAO A5084,09/16,NITRO FIV DA EAO,G,REMC 5326,22,1,87,79.56,32,,,,,,,,,,,,,67,-1.09,7,,,,,,,,,,,,,,,,70,25.54,9,70,3.09,14,,,,,,,,,,,,,92,21.73,16,,,,,,,85,96.92,2
